"","control","treatment1","treatment2","sampled_numbers","repeat.","diff","label"
"110",3.33333333333333,2.83333333333333,3.33333333333333,18,100,0.5,"blocked"
"111",3.16666666666667,3.5,3.66666666666667,18,100,0.5,"blocked"
"112",2.5,2.66666666666667,2.83333333333333,18,100,0.333333333333333,"blocked"
"113",3.33333333333333,3.33333333333333,3.16666666666667,18,100,0.166666666666667,"blocked"
"114",2.83333333333333,3,3.16666666666667,18,100,0.333333333333333,"blocked"
"115",3,3.5,3,18,100,0.5,"blocked"
"116",2.33333333333333,2.66666666666667,2.33333333333333,18,100,0.333333333333333,"blocked"
"117",3.16666666666667,2.83333333333333,3,18,100,0.333333333333333,"blocked"
"118",2.83333333333333,2.83333333333333,2.83333333333333,18,100,0,"blocked"
"119",3,3.16666666666667,3.16666666666667,18,100,0.166666666666667,"blocked"
"120",3,3,3.33333333333333,18,100,0.333333333333333,"blocked"
"121",2.66666666666667,2.66666666666667,3,18,100,0.333333333333333,"blocked"
"122",2.83333333333333,3,2.83333333333333,18,100,0.166666666666667,"blocked"
"123",2.83333333333333,3,2.66666666666667,18,100,0.333333333333333,"blocked"
"124",2.83333333333333,3,3,18,100,0.166666666666667,"blocked"
"125",2.5,3,2.66666666666667,18,100,0.5,"blocked"
"126",2.83333333333333,2.5,2.83333333333333,18,100,0.333333333333333,"blocked"
"127",3,3.5,3,18,100,0.5,"blocked"
"128",2.66666666666667,3,2.66666666666667,18,100,0.333333333333333,"blocked"
"129",3,3,2.16666666666667,18,100,0.833333333333333,"blocked"
"130",2.83333333333333,3.33333333333333,3.33333333333333,18,100,0.5,"blocked"
"131",3.33333333333333,3.16666666666667,3.5,18,100,0.333333333333333,"blocked"
"132",3.33333333333333,3.33333333333333,3.66666666666667,18,100,0.333333333333333,"blocked"
"133",3,3.16666666666667,3.33333333333333,18,100,0.333333333333333,"blocked"
"134",2.66666666666667,2.5,2.83333333333333,18,100,0.333333333333333,"blocked"
"135",3.16666666666667,3.16666666666667,3.33333333333333,18,100,0.166666666666667,"blocked"
"136",3.66666666666667,3.16666666666667,3.16666666666667,18,100,0.5,"blocked"
"137",3.33333333333333,3.16666666666667,3.33333333333333,18,100,0.166666666666667,"blocked"
"138",3,2.83333333333333,3.33333333333333,18,100,0.5,"blocked"
"139",2.5,2.5,2.5,18,100,0,"blocked"
"140",2.5,2.66666666666667,3,18,100,0.5,"blocked"
"141",4.16666666666667,3.66666666666667,3.5,18,100,0.666666666666667,"blocked"
"142",2.33333333333333,2.66666666666667,2.33333333333333,18,100,0.333333333333333,"blocked"
"143",3,3.5,3,18,100,0.5,"blocked"
"144",2.83333333333333,3,3.33333333333333,18,100,0.5,"blocked"
"145",2.66666666666667,2.66666666666667,2.66666666666667,18,100,0,"blocked"
"146",2.66666666666667,2.66666666666667,3,18,100,0.333333333333333,"blocked"
"147",3,3.16666666666667,3,18,100,0.166666666666667,"blocked"
"148",2.66666666666667,3.33333333333333,2.83333333333333,18,100,0.666666666666667,"blocked"
"149",2.5,3,3.16666666666667,18,100,0.666666666666667,"blocked"
"150",3,3.16666666666667,2.83333333333333,18,100,0.333333333333333,"blocked"
"151",3.16666666666667,3.5,3.5,18,100,0.333333333333333,"blocked"
"152",2.83333333333333,3.5,2.83333333333333,18,100,0.666666666666667,"blocked"
"153",2.5,2.66666666666667,3,18,100,0.5,"blocked"
"154",3,3.16666666666667,2.66666666666667,18,100,0.5,"blocked"
"155",3.33333333333333,3.16666666666667,2.66666666666667,18,100,0.666666666666667,"blocked"
"156",2.83333333333333,3,3,18,100,0.166666666666667,"blocked"
"157",2.5,3,2.66666666666667,18,100,0.5,"blocked"
"158",3.16666666666667,3,2.5,18,100,0.666666666666667,"blocked"
"159",2.83333333333333,3.5,2.83333333333333,18,100,0.666666666666667,"blocked"
"160",2.83333333333333,3.33333333333333,3.16666666666667,18,100,0.5,"blocked"
"161",2.66666666666667,2.83333333333333,2.66666666666667,18,100,0.166666666666667,"blocked"
"162",3.5,2.83333333333333,3.33333333333333,18,100,0.666666666666667,"blocked"
"163",3,2.5,3,18,100,0.5,"blocked"
"164",2.83333333333333,3,3.33333333333333,18,100,0.5,"blocked"
"165",2.83333333333333,2.33333333333333,2.83333333333333,18,100,0.5,"blocked"
"166",2.66666666666667,3.16666666666667,3.16666666666667,18,100,0.5,"blocked"
"167",3.33333333333333,3,3.33333333333333,18,100,0.333333333333333,"blocked"
"168",2.83333333333333,3.16666666666667,2.66666666666667,18,100,0.5,"blocked"
"169",2.33333333333333,2.33333333333333,2.83333333333333,18,100,0.5,"blocked"
"170",3,3,2.66666666666667,18,100,0.333333333333333,"blocked"
"171",3,3,3.16666666666667,18,100,0.166666666666667,"blocked"
"172",3,3,3.16666666666667,18,100,0.166666666666667,"blocked"
"173",3.16666666666667,2.66666666666667,3,18,100,0.5,"blocked"
"174",2.83333333333333,2.83333333333333,3,18,100,0.166666666666667,"blocked"
"175",3,3,3.5,18,100,0.5,"blocked"
"176",2,2.16666666666667,2.5,18,100,0.5,"blocked"
"177",3.16666666666667,2.66666666666667,2.5,18,100,0.666666666666667,"blocked"
"178",2.83333333333333,2.66666666666667,2.83333333333333,18,100,0.166666666666667,"blocked"
"179",3.16666666666667,3.16666666666667,3.33333333333333,18,100,0.166666666666667,"blocked"
"180",3.66666666666667,3.33333333333333,3.66666666666667,18,100,0.333333333333333,"blocked"
"181",3.16666666666667,2.83333333333333,2.5,18,100,0.666666666666667,"blocked"
"182",3.16666666666667,3.33333333333333,3,18,100,0.333333333333333,"blocked"
"183",3.83333333333333,3.16666666666667,3.83333333333333,18,100,0.666666666666667,"blocked"
"184",3.33333333333333,3.5,3.66666666666667,18,100,0.333333333333333,"blocked"
"185",2.33333333333333,2.5,3,18,100,0.666666666666667,"blocked"
"186",2.83333333333333,3,3.16666666666667,18,100,0.333333333333333,"blocked"
"187",3.16666666666667,3,2.83333333333333,18,100,0.333333333333333,"blocked"
"188",2.83333333333333,2.16666666666667,2,18,100,0.833333333333333,"blocked"
"189",3.16666666666667,3.16666666666667,2.66666666666667,18,100,0.5,"blocked"
"190",3.33333333333333,3.33333333333333,3.16666666666667,18,100,0.166666666666667,"blocked"
"191",3,3.16666666666667,3,18,100,0.166666666666667,"blocked"
"192",3.33333333333333,3.16666666666667,2.5,18,100,0.833333333333333,"blocked"
"193",3.16666666666667,3.16666666666667,2.66666666666667,18,100,0.5,"blocked"
"194",3,3,2.83333333333333,18,100,0.166666666666667,"blocked"
"195",3.66666666666667,3.33333333333333,3.83333333333333,18,100,0.5,"blocked"
"196",2.66666666666667,2.66666666666667,3,18,100,0.333333333333333,"blocked"
"197",3.16666666666667,2.83333333333333,3.33333333333333,18,100,0.5,"blocked"
"198",3.66666666666667,3.5,4,18,100,0.5,"blocked"
"199",3.16666666666667,3.33333333333333,2.83333333333333,18,100,0.5,"blocked"
"200",3.16666666666667,2.83333333333333,3.33333333333333,18,100,0.5,"blocked"
"201",3.55555555555556,3.55555555555556,3.33333333333333,27,100,0.222222222222222,"blocked"
"202",2.55555555555556,2.44444444444444,2.77777777777778,27,100,0.333333333333333,"blocked"
"203",2.66666666666667,3.22222222222222,3,27,100,0.555555555555556,"blocked"
"204",3.11111111111111,3.11111111111111,3.33333333333333,27,100,0.222222222222222,"blocked"
"205",3,3,2.88888888888889,27,100,0.111111111111111,"blocked"
"206",2.66666666666667,3,2.55555555555556,27,100,0.444444444444445,"blocked"
"207",3.22222222222222,3.33333333333333,3,27,100,0.333333333333333,"blocked"
"208",3.22222222222222,3,2.77777777777778,27,100,0.444444444444445,"blocked"
"209",3.33333333333333,3.11111111111111,2.77777777777778,27,100,0.555555555555556,"blocked"
"210",3,3.33333333333333,3.33333333333333,27,100,0.333333333333333,"blocked"
"211",2.66666666666667,2.55555555555556,2.77777777777778,27,100,0.222222222222222,"blocked"
"212",2.55555555555556,2.88888888888889,3.11111111111111,27,100,0.555555555555556,"blocked"
"213",2.88888888888889,3,3,27,100,0.111111111111111,"blocked"
"214",3,3,3.11111111111111,27,100,0.111111111111111,"blocked"
"215",2.77777777777778,3,2.77777777777778,27,100,0.222222222222222,"blocked"
"216",3,2.88888888888889,2.88888888888889,27,100,0.111111111111111,"blocked"
"217",2.66666666666667,2.55555555555556,3,27,100,0.444444444444445,"blocked"
"218",2.77777777777778,3.22222222222222,3,27,100,0.444444444444445,"blocked"
"219",2.55555555555556,2.88888888888889,2.88888888888889,27,100,0.333333333333333,"blocked"
"220",3.11111111111111,2.88888888888889,3,27,100,0.222222222222222,"blocked"
"221",3.22222222222222,2.88888888888889,3.44444444444444,27,100,0.555555555555556,"blocked"
"222",3.55555555555556,3.44444444444444,3.33333333333333,27,100,0.222222222222222,"blocked"
"223",3.22222222222222,3.11111111111111,2.66666666666667,27,100,0.555555555555556,"blocked"
"224",3.11111111111111,3,3.33333333333333,27,100,0.333333333333333,"blocked"
"225",3.11111111111111,2.77777777777778,3,27,100,0.333333333333333,"blocked"
"226",3.11111111111111,3,2.66666666666667,27,100,0.444444444444445,"blocked"
"227",3.44444444444444,3.11111111111111,3,27,100,0.444444444444445,"blocked"
"228",2.77777777777778,2.77777777777778,2.77777777777778,27,100,0,"blocked"
"229",3.22222222222222,3,2.88888888888889,27,100,0.333333333333333,"blocked"
"230",2.66666666666667,3,3,27,100,0.333333333333333,"blocked"
"231",2.88888888888889,3,2.88888888888889,27,100,0.111111111111111,"blocked"
"232",3,3,2.77777777777778,27,100,0.222222222222222,"blocked"
"233",2.77777777777778,2.77777777777778,3.11111111111111,27,100,0.333333333333333,"blocked"
"234",3.55555555555556,3.22222222222222,3.11111111111111,27,100,0.444444444444444,"blocked"
"235",3,3.22222222222222,3,27,100,0.222222222222222,"blocked"
"236",2.55555555555556,2.88888888888889,2.77777777777778,27,100,0.333333333333333,"blocked"
"237",3.11111111111111,2.77777777777778,3.22222222222222,27,100,0.444444444444445,"blocked"
"238",2.66666666666667,2.66666666666667,3,27,100,0.333333333333333,"blocked"
"239",3,3,3.11111111111111,27,100,0.111111111111111,"blocked"
"240",2.77777777777778,3,3.22222222222222,27,100,0.444444444444445,"blocked"
"241",2.66666666666667,3,3,27,100,0.333333333333333,"blocked"
"242",3.11111111111111,2.88888888888889,2.88888888888889,27,100,0.222222222222222,"blocked"
"243",2.88888888888889,3,3.22222222222222,27,100,0.333333333333333,"blocked"
"244",2.77777777777778,2.66666666666667,2.88888888888889,27,100,0.222222222222222,"blocked"
"245",3.11111111111111,3,2.88888888888889,27,100,0.222222222222222,"blocked"
"246",2.77777777777778,2.44444444444444,3,27,100,0.555555555555555,"blocked"
"247",2.77777777777778,2.66666666666667,2.88888888888889,27,100,0.222222222222222,"blocked"
"248",3.22222222222222,3.33333333333333,3.11111111111111,27,100,0.222222222222222,"blocked"
"249",2.77777777777778,3.11111111111111,3,27,100,0.333333333333333,"blocked"
"250",3.11111111111111,3,3,27,100,0.111111111111111,"blocked"
"251",2.22222222222222,2.44444444444444,2.33333333333333,27,100,0.222222222222222,"blocked"
"252",2.88888888888889,2.88888888888889,2.77777777777778,27,100,0.111111111111111,"blocked"
"253",3.11111111111111,3.66666666666667,3.33333333333333,27,100,0.555555555555555,"blocked"
"254",2.88888888888889,3.11111111111111,3.11111111111111,27,100,0.222222222222222,"blocked"
"255",3.66666666666667,3.33333333333333,3.55555555555556,27,100,0.333333333333333,"blocked"
"256",3.22222222222222,3.33333333333333,3.44444444444444,27,100,0.222222222222222,"blocked"
"257",3.11111111111111,2.77777777777778,2.77777777777778,27,100,0.333333333333333,"blocked"
"258",3,2.66666666666667,2.88888888888889,27,100,0.333333333333333,"blocked"
"259",2.88888888888889,2.55555555555556,2.88888888888889,27,100,0.333333333333333,"blocked"
"260",2.88888888888889,2.88888888888889,3.11111111111111,27,100,0.222222222222222,"blocked"
"261",3.33333333333333,2.88888888888889,3.44444444444444,27,100,0.555555555555556,"blocked"
"262",2.66666666666667,3,2.77777777777778,27,100,0.333333333333333,"blocked"
"263",3.22222222222222,3.22222222222222,3.22222222222222,27,100,0,"blocked"
"264",2.77777777777778,3.11111111111111,3.11111111111111,27,100,0.333333333333333,"blocked"
"265",3.44444444444444,3.44444444444444,3.66666666666667,27,100,0.222222222222222,"blocked"
"266",3.22222222222222,2.88888888888889,3.22222222222222,27,100,0.333333333333333,"blocked"
"267",3.11111111111111,3.44444444444444,3,27,100,0.444444444444445,"blocked"
"268",3.22222222222222,3.33333333333333,3.22222222222222,27,100,0.111111111111111,"blocked"
"269",3.22222222222222,3.33333333333333,3.11111111111111,27,100,0.222222222222222,"blocked"
"270",2.77777777777778,2.88888888888889,3,27,100,0.222222222222222,"blocked"
"271",2.88888888888889,2.88888888888889,3.33333333333333,27,100,0.444444444444445,"blocked"
"272",2.88888888888889,2.55555555555556,3,27,100,0.444444444444445,"blocked"
"273",2.55555555555556,2.77777777777778,2.44444444444444,27,100,0.333333333333333,"blocked"
"274",2.77777777777778,2.66666666666667,3.11111111111111,27,100,0.444444444444445,"blocked"
"275",2.44444444444444,2.55555555555556,2.77777777777778,27,100,0.333333333333333,"blocked"
"276",3,3.22222222222222,3.22222222222222,27,100,0.222222222222222,"blocked"
"277",3.33333333333333,3.33333333333333,3.33333333333333,27,100,0,"blocked"
"278",3,2.77777777777778,2.66666666666667,27,100,0.333333333333333,"blocked"
"279",2.88888888888889,3,3.22222222222222,27,100,0.333333333333333,"blocked"
"280",2.88888888888889,2.77777777777778,2.66666666666667,27,100,0.222222222222222,"blocked"
"281",3,3.33333333333333,3,27,100,0.333333333333333,"blocked"
"282",3.11111111111111,3,2.77777777777778,27,100,0.333333333333333,"blocked"
"283",2.66666666666667,2.88888888888889,3,27,100,0.333333333333333,"blocked"
"284",3.33333333333333,3.33333333333333,3.11111111111111,27,100,0.222222222222222,"blocked"
"285",2.88888888888889,2.77777777777778,2.66666666666667,27,100,0.222222222222222,"blocked"
"286",3.11111111111111,3.33333333333333,3.11111111111111,27,100,0.222222222222222,"blocked"
"287",2.88888888888889,2.88888888888889,2.77777777777778,27,100,0.111111111111111,"blocked"
"288",3,2.77777777777778,3,27,100,0.222222222222222,"blocked"
"289",3,3.22222222222222,3.22222222222222,27,100,0.222222222222222,"blocked"
"290",3.22222222222222,3.22222222222222,3,27,100,0.222222222222222,"blocked"
"291",2.66666666666667,2.55555555555556,2.88888888888889,27,100,0.333333333333333,"blocked"
"292",2.33333333333333,2.33333333333333,2.55555555555556,27,100,0.222222222222222,"blocked"
"293",3.33333333333333,3.55555555555556,3.33333333333333,27,100,0.222222222222222,"blocked"
"294",3.11111111111111,3.11111111111111,3.11111111111111,27,100,0,"blocked"
"295",3.44444444444444,3.22222222222222,3,27,100,0.444444444444445,"blocked"
"296",2.66666666666667,2.88888888888889,2.66666666666667,27,100,0.222222222222222,"blocked"
"297",2.66666666666667,3,2.77777777777778,27,100,0.333333333333333,"blocked"
"298",2.77777777777778,3,3,27,100,0.222222222222222,"blocked"
"299",3,2.55555555555556,2.77777777777778,27,100,0.444444444444445,"blocked"
"300",3.11111111111111,3.11111111111111,2.88888888888889,27,100,0.222222222222222,"blocked"
"301",3.41666666666667,3.33333333333333,3.41666666666667,36,100,0.083333333333333,"blocked"
"302",2.75,2.91666666666667,2.75,36,100,0.166666666666667,"blocked"
"303",2.91666666666667,3.08333333333333,2.91666666666667,36,100,0.166666666666667,"blocked"
"304",3,3.08333333333333,2.91666666666667,36,100,0.166666666666667,"blocked"
"305",2.75,2.83333333333333,3,36,100,0.25,"blocked"
"306",2.91666666666667,3.25,3,36,100,0.333333333333333,"blocked"
"307",3.33333333333333,3.08333333333333,3,36,100,0.333333333333333,"blocked"
"308",2.83333333333333,2.83333333333333,2.75,36,100,0.0833333333333335,"blocked"
"309",2.75,2.91666666666667,3.08333333333333,36,100,0.333333333333333,"blocked"
"310",3.16666666666667,3,3.16666666666667,36,100,0.166666666666667,"blocked"
"311",2.91666666666667,2.83333333333333,2.75,36,100,0.166666666666667,"blocked"
"312",2.83333333333333,3,2.83333333333333,36,100,0.166666666666667,"blocked"
"313",2.75,2.66666666666667,2.75,36,100,0.0833333333333335,"blocked"
"314",3.08333333333333,3,2.83333333333333,36,100,0.25,"blocked"
"315",3.16666666666667,2.91666666666667,2.75,36,100,0.416666666666667,"blocked"
"316",3.5,3.16666666666667,3.5,36,100,0.333333333333333,"blocked"
"317",3.08333333333333,2.83333333333333,2.83333333333333,36,100,0.25,"blocked"
"318",3.16666666666667,3.25,3.41666666666667,36,100,0.25,"blocked"
"319",3.16666666666667,3.25,3.08333333333333,36,100,0.166666666666667,"blocked"
"320",2.58333333333333,2.75,2.5,36,100,0.25,"blocked"
"321",3.08333333333333,3.25,3,36,100,0.25,"blocked"
"322",3,3.16666666666667,3.16666666666667,36,100,0.166666666666667,"blocked"
"323",2.75,2.83333333333333,2.58333333333333,36,100,0.25,"blocked"
"324",3,3.16666666666667,2.83333333333333,36,100,0.333333333333333,"blocked"
"325",3.08333333333333,2.91666666666667,2.83333333333333,36,100,0.25,"blocked"
"326",3.16666666666667,3.16666666666667,3.33333333333333,36,100,0.166666666666667,"blocked"
"327",2.75,2.83333333333333,2.91666666666667,36,100,0.166666666666667,"blocked"
"328",3.16666666666667,3,2.83333333333333,36,100,0.333333333333333,"blocked"
"329",2.83333333333333,2.75,2.83333333333333,36,100,0.0833333333333335,"blocked"
"330",3.08333333333333,3.16666666666667,3,36,100,0.166666666666667,"blocked"
"331",3,3,2.91666666666667,36,100,0.0833333333333335,"blocked"
"332",3,2.91666666666667,2.91666666666667,36,100,0.0833333333333335,"blocked"
"333",3.08333333333333,2.75,2.66666666666667,36,100,0.416666666666667,"blocked"
"334",3.16666666666667,2.91666666666667,3.08333333333333,36,100,0.25,"blocked"
"335",2.83333333333333,2.5,2.75,36,100,0.333333333333333,"blocked"
"336",3,3.16666666666667,3,36,100,0.166666666666667,"blocked"
"337",3,2.83333333333333,2.91666666666667,36,100,0.166666666666667,"blocked"
"338",2.66666666666667,2.58333333333333,2.83333333333333,36,100,0.25,"blocked"
"339",2.83333333333333,2.75,2.75,36,100,0.0833333333333335,"blocked"
"340",3.25,3.58333333333333,3.33333333333333,36,100,0.333333333333333,"blocked"
"341",3,3,3,36,100,0,"blocked"
"342",3.66666666666667,3.41666666666667,3.58333333333333,36,100,0.25,"blocked"
"343",2.83333333333333,2.83333333333333,2.75,36,100,0.0833333333333335,"blocked"
"344",2.58333333333333,2.75,2.66666666666667,36,100,0.166666666666667,"blocked"
"345",3.25,3.16666666666667,3,36,100,0.25,"blocked"
"346",3.33333333333333,2.83333333333333,2.91666666666667,36,100,0.5,"blocked"
"347",3,2.91666666666667,3,36,100,0.0833333333333335,"blocked"
"348",3.25,3,3.33333333333333,36,100,0.333333333333333,"blocked"
"349",3.41666666666667,3.58333333333333,3.25,36,100,0.333333333333333,"blocked"
"350",3,3,3.33333333333333,36,100,0.333333333333333,"blocked"
"351",3.33333333333333,3.08333333333333,3.41666666666667,36,100,0.333333333333333,"blocked"
"352",3.25,3.33333333333333,3.33333333333333,36,100,0.0833333333333335,"blocked"
"353",2.75,2.83333333333333,3,36,100,0.25,"blocked"
"354",2.83333333333333,3,2.58333333333333,36,100,0.416666666666667,"blocked"
"355",2.75,2.66666666666667,2.75,36,100,0.0833333333333335,"blocked"
"356",2.75,2.58333333333333,2.58333333333333,36,100,0.166666666666667,"blocked"
"357",2.91666666666667,3.08333333333333,3.08333333333333,36,100,0.166666666666667,"blocked"
