"","control","treatment1","treatment2","treatment3","treatment4","sampled_numbers","repeat.","diff","label"
"133",3,3,3,2.8,2.8,25,100,0.2,"blocked"
"134",2.2,2.6,3,3.2,2.8,25,100,1,"blocked"
"135",2.8,3,3,2.8,2.8,25,100,0.2,"blocked"
"136",2.8,3.4,3,3.2,3.2,25,100,0.6,"blocked"
"137",3.6,3,3.6,3,3.2,25,100,0.6,"blocked"
"138",3,3,2.8,2.8,3,25,100,0.2,"blocked"
"139",3,2.8,2.6,2.8,3.2,25,100,0.6,"blocked"
"140",3,3.2,3,2.8,2.8,25,100,0.4,"blocked"
"141",2.8,3,2.8,2.8,3,25,100,0.2,"blocked"
"142",2.8,2.8,3.2,2.6,2.6,25,100,0.6,"blocked"
"143",3.8,3.2,3,3.6,3,25,100,0.8,"blocked"
"144",2.6,2.2,2.8,3,2.2,25,100,0.8,"blocked"
"145",3,3.8,2.8,3,3,25,100,1,"blocked"
"146",3,3.4,2.6,3,3,25,100,0.8,"blocked"
"147",2.8,2.8,3.4,2.8,2.8,25,100,0.6,"blocked"
"148",2.8,2.6,3,2.8,2.8,25,100,0.4,"blocked"
"149",3.4,3.2,3.2,3.4,3.2,25,100,0.2,"blocked"
"150",2.6,2.2,3,2.4,2.4,25,100,0.8,"blocked"
"151",3,2.8,3,2.8,3,25,100,0.2,"blocked"
"152",3.2,3.6,3.2,3.2,3.2,25,100,0.4,"blocked"
"153",3.2,3,3,2.6,2.4,25,100,0.8,"blocked"
"154",3.6,2.6,2.8,2.6,3.4,25,100,1,"blocked"
"155",2.2,2,2.2,2.4,2.4,25,100,0.4,"blocked"
"156",3.2,3,3,3.4,2.6,25,100,0.8,"blocked"
"157",3,3,3,3.4,3,25,100,0.4,"blocked"
"158",3.4,3.2,3.2,3,3,25,100,0.4,"blocked"
"159",3,3.4,2.8,3.4,3,25,100,0.6,"blocked"
"160",3.8,3.6,3.6,3.4,3.6,25,100,0.4,"blocked"
"161",3.4,3.2,2.8,3.2,3,25,100,0.6,"blocked"
"162",3,3,2.8,3,3,25,100,0.2,"blocked"
"163",3,2.2,2.8,2.6,2.8,25,100,0.8,"blocked"
"164",2.8,2.4,2.6,3,3,25,100,0.6,"blocked"
"165",3,2.8,3,3,3,25,100,0.2,"blocked"
"166",3.4,3,3.6,3.6,3.4,25,100,0.6,"blocked"
"167",2.6,2.8,2.6,3,3,25,100,0.4,"blocked"
"168",3,3.4,3.4,3,3.4,25,100,0.4,"blocked"
"169",3,3,3,3,3.2,25,100,0.2,"blocked"
"170",2.8,3.6,3.2,3.4,3.2,25,100,0.8,"blocked"
"171",3.8,3.6,3.6,3.6,3.4,25,100,0.4,"blocked"
"172",2.4,3,3,3.2,3,25,100,0.8,"blocked"
"173",3,3.2,3.2,3.2,3.6,25,100,0.6,"blocked"
"174",3.4,3.2,3.2,3,3.2,25,100,0.4,"blocked"
"175",2.8,3.8,3.8,3,3,25,100,1,"blocked"
"176",3,2.6,3.2,2.6,3.2,25,100,0.6,"blocked"
"177",3.2,3.2,2.8,3.2,3,25,100,0.4,"blocked"
"178",2.2,2.4,2.8,2.8,3,25,100,0.8,"blocked"
"179",2.4,3,2.4,2.6,3,25,100,0.6,"blocked"
"180",3,2.2,2.4,3,3,25,100,0.8,"blocked"
"181",2.4,3,2.4,2.6,2.4,25,100,0.6,"blocked"
"182",3.4,3.4,3.2,3,3.2,25,100,0.4,"blocked"
"183",3.2,2.8,3.2,3.4,3.4,25,100,0.6,"blocked"
"184",2.6,2.8,2.2,3,3,25,100,0.8,"blocked"
"185",3.6,3.2,3.6,3,3.2,25,100,0.6,"blocked"
"186",2.4,2.2,3.2,2.8,2.8,25,100,1,"blocked"
"187",3.4,3,3,3,3,25,100,0.4,"blocked"
"188",3.2,3.2,3.2,3,3.4,25,100,0.4,"blocked"
"189",2.6,3,2.2,2.8,2.8,25,100,0.8,"blocked"
"190",3,3.2,3.4,3.2,2.6,25,100,0.8,"blocked"
"191",2.8,3,3,2.8,2.8,25,100,0.2,"blocked"
"192",3.2,3.2,3,3,3.2,25,100,0.2,"blocked"
"193",2.8,2.8,3.8,3,3,25,100,1,"blocked"
"194",3,3,2.8,2.6,2.8,25,100,0.4,"blocked"
"195",2.6,2.8,3,3.2,3.2,25,100,0.6,"blocked"
"196",3,3,3.2,3,3.2,25,100,0.2,"blocked"
"197",3,3.2,3.2,3.2,3.2,25,100,0.2,"blocked"
"198",2.4,3,2.2,2.6,2.4,25,100,0.8,"blocked"
"199",2.8,2.8,2.2,2.6,2.8,25,100,0.6,"blocked"
"200",2.8,2.8,3.6,3.4,3,25,100,0.8,"blocked"
"201",3.57142857142857,3.14285714285714,3.42857142857143,3.28571428571429,3.57142857142857,35,100,0.428571428571429,"blocked"
"202",2.85714285714286,2.57142857142857,2.85714285714286,2.85714285714286,2.57142857142857,35,100,0.285714285714286,"blocked"
"203",2.71428571428571,3,3,3,2.71428571428571,35,100,0.285714285714286,"blocked"
"204",3.14285714285714,3.42857142857143,2.85714285714286,3.57142857142857,3.42857142857143,35,100,0.714285714285714,"blocked"
"205",2.71428571428571,2.57142857142857,2.57142857142857,2.71428571428571,2.71428571428571,35,100,0.142857142857143,"blocked"
"206",3.28571428571429,3,3.28571428571429,3.14285714285714,3.14285714285714,35,100,0.285714285714286,"blocked"
"207",3.14285714285714,2.71428571428571,3,3.14285714285714,3,35,100,0.428571428571428,"blocked"
"208",3.14285714285714,3.28571428571429,3.14285714285714,2.85714285714286,3.28571428571429,35,100,0.428571428571428,"blocked"
"209",2.28571428571429,3,2.28571428571429,2.85714285714286,2.28571428571429,35,100,0.714285714285714,"blocked"
"210",3.14285714285714,3.28571428571429,3,3.14285714285714,3.14285714285714,35,100,0.285714285714286,"blocked"
"211",2.71428571428571,3.28571428571429,3.14285714285714,2.85714285714286,3.14285714285714,35,100,0.571428571428571,"blocked"
"212",2.85714285714286,2.85714285714286,2.57142857142857,2.57142857142857,2.57142857142857,35,100,0.285714285714286,"blocked"
"213",2.85714285714286,2.57142857142857,2.71428571428571,2.85714285714286,3,35,100,0.428571428571428,"blocked"
"214",3.42857142857143,3.28571428571429,2.85714285714286,3,3,35,100,0.571428571428571,"blocked"
"215",2.71428571428571,2.71428571428571,2.57142857142857,2.57142857142857,2.57142857142857,35,100,0.142857142857143,"blocked"
"216",3.28571428571429,3,3.14285714285714,3.42857142857143,3.57142857142857,35,100,0.571428571428572,"blocked"
"217",3.42857142857143,3.57142857142857,2.71428571428571,3.57142857142857,3.28571428571429,35,100,0.857142857142857,"blocked"
"218",3.14285714285714,3.14285714285714,2.85714285714286,2.85714285714286,3,35,100,0.285714285714286,"blocked"
"219",3.42857142857143,3.42857142857143,3.28571428571429,3.42857142857143,3.28571428571429,35,100,0.142857142857143,"blocked"
"220",2.71428571428571,2.57142857142857,2.71428571428571,2.71428571428571,2.71428571428571,35,100,0.142857142857143,"blocked"
"221",3.42857142857143,3,2.85714285714286,3.42857142857143,3.28571428571429,35,100,0.571428571428571,"blocked"
"222",2.57142857142857,2.85714285714286,2.57142857142857,2.71428571428571,2.71428571428571,35,100,0.285714285714286,"blocked"
"223",2.85714285714286,3.14285714285714,3.28571428571429,2.85714285714286,2.57142857142857,35,100,0.714285714285714,"blocked"
"224",2.71428571428571,3.14285714285714,2.85714285714286,3.28571428571429,3,35,100,0.571428571428571,"blocked"
"225",3.14285714285714,2.57142857142857,3,2.71428571428571,2.85714285714286,35,100,0.571428571428571,"blocked"
"226",3.14285714285714,3.42857142857143,3.28571428571429,3.42857142857143,3.28571428571429,35,100,0.285714285714286,"blocked"
"227",2.85714285714286,3,3,3.14285714285714,3.14285714285714,35,100,0.285714285714286,"blocked"
"228",2.85714285714286,2.71428571428571,2.71428571428571,2.71428571428571,3,35,100,0.285714285714286,"blocked"
"229",2.71428571428571,3,2.71428571428571,2.85714285714286,2.71428571428571,35,100,0.285714285714286,"blocked"
"230",3,3,2.57142857142857,3.14285714285714,3,35,100,0.571428571428571,"blocked"
"231",3.14285714285714,3.28571428571429,2.85714285714286,3,3,35,100,0.428571428571428,"blocked"
"232",3,3,3.28571428571429,3.14285714285714,3,35,100,0.285714285714286,"blocked"
"233",3.14285714285714,2.85714285714286,3.28571428571429,2.85714285714286,2.85714285714286,35,100,0.428571428571428,"blocked"
"234",3,2.71428571428571,2.57142857142857,2.57142857142857,3,35,100,0.428571428571428,"blocked"
"235",2.85714285714286,3,3.28571428571429,3.57142857142857,2.71428571428571,35,100,0.857142857142857,"blocked"
"236",2.57142857142857,2.85714285714286,2.42857142857143,2.85714285714286,2.42857142857143,35,100,0.428571428571429,"blocked"
"237",3.14285714285714,3.14285714285714,3.14285714285714,3,3,35,100,0.142857142857143,"blocked"
"238",3,2.71428571428571,2.85714285714286,2.85714285714286,3.14285714285714,35,100,0.428571428571428,"blocked"
"239",2.85714285714286,2.71428571428571,2.71428571428571,2.57142857142857,2.85714285714286,35,100,0.285714285714286,"blocked"
"240",3,2.57142857142857,2.71428571428571,2.71428571428571,3,35,100,0.428571428571428,"blocked"
"241",3.28571428571429,3.14285714285714,3.28571428571429,3.28571428571429,3,35,100,0.285714285714286,"blocked"
"242",3,3.14285714285714,2.85714285714286,3.42857142857143,3,35,100,0.571428571428571,"blocked"
"243",3.57142857142857,3.57142857142857,3.42857142857143,3.42857142857143,3.57142857142857,35,100,0.142857142857143,"blocked"
"244",3,2.85714285714286,3,3,3,35,100,0.142857142857143,"blocked"
"245",3.14285714285714,2.57142857142857,2.42857142857143,2.57142857142857,3,35,100,0.714285714285714,"blocked"
"246",2.85714285714286,2.85714285714286,3,3,2.57142857142857,35,100,0.428571428571428,"blocked"
"247",3,3.28571428571429,3.28571428571429,3,3.28571428571429,35,100,0.285714285714286,"blocked"
"248",3,3.14285714285714,3,2.71428571428571,3,35,100,0.428571428571428,"blocked"
"249",3.28571428571429,3,3.14285714285714,3.28571428571429,3,35,100,0.285714285714286,"blocked"
"250",3.42857142857143,3,3,3.42857142857143,3,35,100,0.428571428571428,"blocked"
"251",3.42857142857143,3.14285714285714,3.14285714285714,3.42857142857143,3.42857142857143,35,100,0.285714285714286,"blocked"
"252",2.85714285714286,3.14285714285714,3.28571428571429,3.28571428571429,3.28571428571429,35,100,0.428571428571428,"blocked"
"253",3,3.42857142857143,3.28571428571429,3.28571428571429,3.28571428571429,35,100,0.428571428571428,"blocked"
"254",3.14285714285714,3.14285714285714,2.71428571428571,2.85714285714286,3.14285714285714,35,100,0.428571428571428,"blocked"
"255",3.42857142857143,3.14285714285714,2.85714285714286,3.14285714285714,3.14285714285714,35,100,0.571428571428571,"blocked"
"256",2.42857142857143,2.71428571428571,2.71428571428571,2.42857142857143,2.71428571428571,35,100,0.285714285714286,"blocked"
"257",2.57142857142857,2.71428571428571,2.71428571428571,2.57142857142857,2.71428571428571,35,100,0.142857142857143,"blocked"
"258",2.85714285714286,2.71428571428571,2.71428571428571,2.71428571428571,2.85714285714286,35,100,0.142857142857143,"blocked"
"259",3.42857142857143,3,3,3.42857142857143,3.28571428571429,35,100,0.428571428571428,"blocked"
"260",2.85714285714286,3,2.71428571428571,2.85714285714286,2.85714285714286,35,100,0.285714285714286,"blocked"
"261",3.14285714285714,3,3.57142857142857,3,2.85714285714286,35,100,0.714285714285714,"blocked"
"262",3,2.85714285714286,3.14285714285714,3.14285714285714,2.85714285714286,35,100,0.285714285714286,"blocked"
"263",2.85714285714286,2.85714285714286,3.28571428571429,3.14285714285714,3.28571428571429,35,100,0.428571428571428,"blocked"
"264",2.57142857142857,2.71428571428571,3,2.57142857142857,2.85714285714286,35,100,0.428571428571428,"blocked"
"265",2.57142857142857,2.85714285714286,3.28571428571429,3.14285714285714,3.14285714285714,35,100,0.714285714285714,"blocked"
"266",3.28571428571429,2.85714285714286,3.28571428571429,3,3.28571428571429,35,100,0.428571428571428,"blocked"
"267",2.85714285714286,2.71428571428571,3.42857142857143,3,2.85714285714286,35,100,0.714285714285714,"blocked"
"268",3.14285714285714,2.85714285714286,2.85714285714286,2.85714285714286,2.85714285714286,35,100,0.285714285714286,"blocked"
"269",3.42857142857143,3.42857142857143,3,3,3.14285714285714,35,100,0.428571428571428,"blocked"
"270",2.71428571428571,2.42857142857143,2.85714285714286,2.42857142857143,2.57142857142857,35,100,0.428571428571429,"blocked"
"271",3,2.57142857142857,3.14285714285714,2.42857142857143,2.57142857142857,35,100,0.714285714285714,"blocked"
"272",3.28571428571429,3.28571428571429,3,3.42857142857143,3,35,100,0.428571428571428,"blocked"
"273",3.42857142857143,3.28571428571429,3.14285714285714,3.71428571428571,3.28571428571429,35,100,0.571428571428572,"blocked"
"274",2.71428571428571,2.57142857142857,3,2.57142857142857,2.71428571428571,35,100,0.428571428571428,"blocked"
"275",2.85714285714286,3.14285714285714,2.85714285714286,3.14285714285714,2.85714285714286,35,100,0.285714285714286,"blocked"
"276",2.57142857142857,3.14285714285714,2.85714285714286,2.85714285714286,3.14285714285714,35,100,0.571428571428571,"blocked"
"277",2.85714285714286,2.71428571428571,2.57142857142857,2.57142857142857,2.57142857142857,35,100,0.285714285714286,"blocked"
"278",3.28571428571429,3.42857142857143,3.14285714285714,3.42857142857143,3.57142857142857,35,100,0.428571428571429,"blocked"
"279",2.85714285714286,2.85714285714286,3,3,3,35,100,0.142857142857143,"blocked"
"280",2.71428571428571,3.28571428571429,3.14285714285714,3.14285714285714,3.28571428571429,35,100,0.571428571428571,"blocked"
"281",3.28571428571429,3.14285714285714,3,3.14285714285714,3.42857142857143,35,100,0.428571428571428,"blocked"
"282",3.42857142857143,3.14285714285714,3.14285714285714,3,3.42857142857143,35,100,0.428571428571428,"blocked"
"283",3.42857142857143,3.14285714285714,2.85714285714286,2.85714285714286,2.85714285714286,35,100,0.571428571428571,"blocked"
"284",3.28571428571429,3.28571428571429,2.85714285714286,3.42857142857143,3.14285714285714,35,100,0.571428571428571,"blocked"
"285",2.57142857142857,2.42857142857143,2.85714285714286,3,2.42857142857143,35,100,0.571428571428572,"blocked"
"286",3,3,3.14285714285714,3.28571428571429,3,35,100,0.285714285714286,"blocked"
"287",3.14285714285714,3,2.85714285714286,2.85714285714286,3,35,100,0.285714285714286,"blocked"
"288",3.57142857142857,3.14285714285714,3.42857142857143,3.57142857142857,3.42857142857143,35,100,0.428571428571429,"blocked"
"289",3,2.85714285714286,2.71428571428571,2.85714285714286,2.42857142857143,35,100,0.571428571428572,"blocked"
"290",3,3.14285714285714,2.85714285714286,3.14285714285714,3.14285714285714,35,100,0.285714285714286,"blocked"
"291",2.57142857142857,2.57142857142857,2.57142857142857,3,3.14285714285714,35,100,0.571428571428571,"blocked"
"292",3.14285714285714,3.14285714285714,3,3,3,35,100,0.142857142857143,"blocked"
"293",3.28571428571429,3.71428571428571,3.71428571428571,3.14285714285714,3.28571428571429,35,100,0.571428571428572,"blocked"
"294",2.71428571428571,2.71428571428571,3.14285714285714,3.14285714285714,3,35,100,0.428571428571428,"blocked"
"295",2.71428571428571,2.57142857142857,2.85714285714286,2.71428571428571,2.57142857142857,35,100,0.285714285714286,"blocked"
"296",3.71428571428571,3.28571428571429,3.28571428571429,3.42857142857143,3.28571428571429,35,100,0.428571428571429,"blocked"
"297",3.14285714285714,3.14285714285714,2.85714285714286,3,2.85714285714286,35,100,0.285714285714286,"blocked"
"298",3.28571428571429,3.28571428571429,2.85714285714286,2.71428571428571,3.28571428571429,35,100,0.571428571428571,"blocked"
