"","control","treatment","sampled_numbers","repeat.","diff","label"
"1374",2.70909090909091,2.8,110,100,0.0909090909090908,"blocked"
"1375",3.03636363636364,3.01818181818182,110,100,0.0181818181818181,"blocked"
"1376",2.92727272727273,2.87272727272727,110,100,0.0545454545454547,"blocked"
"1377",2.8,2.87272727272727,110,100,0.0727272727272728,"blocked"
"1378",2.98181818181818,2.96363636363636,110,100,0.0181818181818181,"blocked"
"1379",3.03636363636364,3.07272727272727,110,100,0.0363636363636366,"blocked"
"1380",3,2.98181818181818,110,100,0.0181818181818181,"blocked"
"1381",3,2.92727272727273,110,100,0.0727272727272728,"blocked"
"1382",2.90909090909091,2.96363636363636,110,100,0.0545454545454547,"blocked"
"1383",2.98181818181818,3.05454545454545,110,100,0.0727272727272728,"blocked"
"1384",2.89090909090909,2.89090909090909,110,100,0,"blocked"
"1385",2.98181818181818,2.98181818181818,110,100,0,"blocked"
"1386",3,3.03636363636364,110,100,0.0363636363636362,"blocked"
"1387",3.10909090909091,3.10909090909091,110,100,0,"blocked"
"1388",2.85454545454545,2.87272727272727,110,100,0.0181818181818181,"blocked"
"1389",3.01818181818182,3.09090909090909,110,100,0.0727272727272728,"blocked"
"1390",3.09090909090909,3.09090909090909,110,100,0,"blocked"
"1391",3.07272727272727,3.03636363636364,110,100,0.0363636363636366,"blocked"
"1392",3.03636363636364,3,110,100,0.0363636363636362,"blocked"
"1393",3.10909090909091,3.07272727272727,110,100,0.0363636363636362,"blocked"
"1394",2.96363636363636,2.96363636363636,110,100,0,"blocked"
"1395",3.14545454545455,3.10909090909091,110,100,0.0363636363636366,"blocked"
"1396",3.01818181818182,3.09090909090909,110,100,0.0727272727272728,"blocked"
"1397",2.81818181818182,2.81818181818182,110,100,0,"blocked"
"1398",2.78181818181818,2.8,110,100,0.0181818181818181,"blocked"
"1399",3.18181818181818,3.12727272727273,110,100,0.0545454545454542,"blocked"
"1400",3.01818181818182,2.96363636363636,110,100,0.0545454545454542,"blocked"
"1401",3.05084745762712,3.05084745762712,118,100,0,"blocked"
"1402",3.01694915254237,2.98305084745763,118,100,0.0338983050847457,"blocked"
"1403",2.93220338983051,2.91525423728814,118,100,0.0169491525423733,"blocked"
"1404",2.89830508474576,2.86440677966102,118,100,0.0338983050847457,"blocked"
"1405",3.11864406779661,3.13559322033898,118,100,0.0169491525423728,"blocked"
"1406",3,2.96610169491525,118,100,0.0338983050847457,"blocked"
"1407",2.94915254237288,2.98305084745763,118,100,0.0338983050847457,"blocked"
"1408",3.08474576271186,3.03389830508475,118,100,0.050847457627119,"blocked"
"1409",2.86440677966102,2.88135593220339,118,100,0.0169491525423728,"blocked"
"1410",2.94915254237288,2.94915254237288,118,100,0,"blocked"
"1411",2.96610169491525,2.93220338983051,118,100,0.0338983050847457,"blocked"
"1412",2.8135593220339,2.83050847457627,118,100,0.0169491525423728,"blocked"
"1413",3.27118644067797,3.22033898305085,118,100,0.050847457627119,"blocked"
"1414",2.96610169491525,2.91525423728814,118,100,0.050847457627119,"blocked"
"1415",3.1864406779661,3.20338983050847,118,100,0.0169491525423728,"blocked"
"1416",3.10169491525424,3.08474576271186,118,100,0.0169491525423728,"blocked"
"1417",2.77966101694915,2.8135593220339,118,100,0.0338983050847457,"blocked"
"1418",3.03389830508475,3.03389830508475,118,100,0,"blocked"
"1419",2.89830508474576,2.96610169491525,118,100,0.0677966101694918,"blocked"
"1420",2.94915254237288,3.01694915254237,118,100,0.0677966101694913,"blocked"
"1421",2.88135593220339,2.88135593220339,118,100,0,"blocked"
"1422",3.10169491525424,3.08474576271186,118,100,0.0169491525423728,"blocked"
"1423",2.98305084745763,2.96610169491525,118,100,0.0169491525423728,"blocked"
"1424",3.06779661016949,3.03389830508475,118,100,0.0338983050847457,"blocked"
"1425",3.15254237288136,3.10169491525424,118,100,0.0508474576271185,"blocked"
"1426",3.03389830508475,2.96610169491525,118,100,0.0677966101694913,"blocked"
"1427",2.96610169491525,2.96610169491525,118,100,0,"blocked"
"1428",3.01694915254237,3,118,100,0.0169491525423728,"blocked"
"1429",3.13559322033898,3.16949152542373,118,100,0.0338983050847457,"blocked"
"1430",2.89830508474576,2.8135593220339,118,100,0.0847457627118642,"blocked"
"1431",3.20338983050847,3.27118644067797,118,100,0.0677966101694918,"blocked"
"1432",2.96610169491525,3.01694915254237,118,100,0.0508474576271185,"blocked"
"1433",2.94915254237288,2.94915254237288,118,100,0,"blocked"
"1434",3.06779661016949,3.05084745762712,118,100,0.0169491525423728,"blocked"
"1435",3.16949152542373,3.13559322033898,118,100,0.0338983050847457,"blocked"
"1436",2.72881355932203,2.72881355932203,118,100,0,"blocked"
"1437",2.94915254237288,2.93220338983051,118,100,0.0169491525423728,"blocked"
"1438",3.03389830508475,3.05084745762712,118,100,0.0169491525423728,"blocked"
"1439",2.83050847457627,2.79661016949153,118,100,0.0338983050847457,"blocked"
"1440",2.98305084745763,3.03389830508475,118,100,0.0508474576271185,"blocked"
"1441",2.98305084745763,3,118,100,0.0169491525423728,"blocked"
"1442",2.89830508474576,2.89830508474576,118,100,0,"blocked"
"1443",3.1864406779661,3.20338983050847,118,100,0.0169491525423728,"blocked"
"1444",2.94915254237288,3,118,100,0.0508474576271185,"blocked"
"1445",2.94915254237288,2.93220338983051,118,100,0.0169491525423728,"blocked"
"1446",2.84745762711864,2.83050847457627,118,100,0.0169491525423728,"blocked"
"1447",3.16949152542373,3.16949152542373,118,100,0,"blocked"
"1448",3.01694915254237,2.94915254237288,118,100,0.0677966101694913,"blocked"
"1449",3,3,118,100,0,"blocked"
"1450",3,3.05084745762712,118,100,0.0508474576271185,"blocked"
"1451",3.25423728813559,3.20338983050847,118,100,0.050847457627119,"blocked"
"1452",2.91525423728814,2.91525423728814,118,100,0,"blocked"
"1453",3.23728813559322,3.22033898305085,118,100,0.0169491525423728,"blocked"
"1454",2.74576271186441,2.67796610169492,118,100,0.0677966101694913,"blocked"
"1455",3,3.03389830508475,118,100,0.0338983050847457,"blocked"
"1456",3.10169491525424,3.08474576271186,118,100,0.0169491525423728,"blocked"
"1457",3.20338983050847,3.25423728813559,118,100,0.050847457627119,"blocked"
"1458",2.89830508474576,2.88135593220339,118,100,0.0169491525423728,"blocked"
"1459",2.88135593220339,2.91525423728814,118,100,0.0338983050847457,"blocked"
"1460",2.89830508474576,2.91525423728814,118,100,0.0169491525423728,"blocked"
"1461",2.98305084745763,2.91525423728814,118,100,0.0677966101694918,"blocked"
"1462",3.05084745762712,3.01694915254237,118,100,0.0338983050847457,"blocked"
"1463",3.01694915254237,2.96610169491525,118,100,0.0508474576271185,"blocked"
"1464",3.01694915254237,3.06779661016949,118,100,0.0508474576271185,"blocked"
"1465",2.86440677966102,2.91525423728814,118,100,0.0508474576271185,"blocked"
"1466",2.83050847457627,2.86440677966102,118,100,0.0338983050847457,"blocked"
"1467",3.1864406779661,3.11864406779661,118,100,0.0677966101694913,"blocked"
"1468",3.01694915254237,2.98305084745763,118,100,0.0338983050847457,"blocked"
"1469",2.76271186440678,2.71186440677966,118,100,0.050847457627119,"blocked"
"1470",3.01694915254237,3.03389830508475,118,100,0.0169491525423728,"blocked"
"1471",2.88135593220339,2.86440677966102,118,100,0.0169491525423728,"blocked"
"1472",2.8135593220339,2.84745762711864,118,100,0.0338983050847457,"blocked"
"1473",3.08474576271186,3.10169491525424,118,100,0.0169491525423728,"blocked"
"1474",2.96610169491525,2.98305084745763,118,100,0.0169491525423728,"blocked"
"1475",3,3.03389830508475,118,100,0.0338983050847457,"blocked"
"1476",2.93220338983051,2.94915254237288,118,100,0.0169491525423728,"blocked"
"1477",3.05084745762712,3.05084745762712,118,100,0,"blocked"
"1478",2.91525423728814,2.89830508474576,118,100,0.0169491525423728,"blocked"
"1479",2.79661016949153,2.83050847457627,118,100,0.0338983050847457,"blocked"
"1480",3.06779661016949,3.05084745762712,118,100,0.0169491525423728,"blocked"
"1481",3.16949152542373,3.15254237288136,118,100,0.0169491525423728,"blocked"
"1482",2.88135593220339,2.89830508474576,118,100,0.0169491525423728,"blocked"
"1483",3.06779661016949,3.01694915254237,118,100,0.0508474576271185,"blocked"
"1484",3.06779661016949,3.01694915254237,118,100,0.0508474576271185,"blocked"
"1485",3.08474576271186,3.06779661016949,118,100,0.0169491525423733,"blocked"
"1486",3.03389830508475,3.06779661016949,118,100,0.0338983050847457,"blocked"
"1487",2.91525423728814,2.91525423728814,118,100,0,"blocked"
"1488",3.1864406779661,3.11864406779661,118,100,0.0677966101694913,"blocked"
"1489",3.06779661016949,3.01694915254237,118,100,0.0508474576271185,"blocked"
"1490",3.03389830508475,2.98305084745763,118,100,0.0508474576271185,"blocked"
"1491",2.91525423728814,2.93220338983051,118,100,0.0169491525423733,"blocked"
"1492",2.83050847457627,2.88135593220339,118,100,0.0508474576271185,"blocked"
"1493",3.13559322033898,3.11864406779661,118,100,0.0169491525423728,"blocked"
"1494",2.96610169491525,2.98305084745763,118,100,0.0169491525423728,"blocked"
"1495",3.06779661016949,3.06779661016949,118,100,0,"blocked"
"1496",2.88135593220339,2.89830508474576,118,100,0.0169491525423728,"blocked"
"1497",3.05084745762712,3.11864406779661,118,100,0.0677966101694918,"blocked"
"1498",3.11864406779661,3.08474576271186,118,100,0.0338983050847457,"blocked"
"1499",3.13559322033898,3.10169491525424,118,100,0.0338983050847457,"blocked"
"1500",2.86440677966102,2.86440677966102,118,100,0,"blocked"
"1501",3.03174603174603,3.04761904761905,126,100,0.0158730158730158,"blocked"
"1502",3,3.04761904761905,126,100,0.0476190476190474,"blocked"
"1503",2.95238095238095,2.88888888888889,126,100,0.0634920634920637,"blocked"
"1504",2.88888888888889,2.84126984126984,126,100,0.0476190476190474,"blocked"
"1505",3.0952380952381,3.11111111111111,126,100,0.0158730158730158,"blocked"
"1506",3.01587301587302,3.01587301587302,126,100,0,"blocked"
"1507",2.95238095238095,2.92063492063492,126,100,0.0317460317460321,"blocked"
"1508",3.01587301587302,3.01587301587302,126,100,0,"blocked"
"1509",2.9047619047619,2.96825396825397,126,100,0.0634920634920637,"blocked"
"1510",2.87301587301587,2.9047619047619,126,100,0.0317460317460316,"blocked"
"1511",2.87301587301587,2.87301587301587,126,100,0,"blocked"
"1512",3.25396825396825,3.22222222222222,126,100,0.0317460317460316,"blocked"
"1513",2.87301587301587,2.92063492063492,126,100,0.0476190476190474,"blocked"
"1514",3.17460317460317,3.15873015873016,126,100,0.0158730158730158,"blocked"
"1515",3.14285714285714,3.12698412698413,126,100,0.0158730158730158,"blocked"
"1516",2.80952380952381,2.76190476190476,126,100,0.0476190476190474,"blocked"
"1517",3.06349206349206,3.06349206349206,126,100,0,"blocked"
"1518",2.95238095238095,3,126,100,0.0476190476190474,"blocked"
"1519",2.9047619047619,2.93650793650794,126,100,0.0317460317460316,"blocked"
"1520",2.98412698412698,2.95238095238095,126,100,0.0317460317460316,"blocked"
"1521",2.95238095238095,3,126,100,0.0476190476190474,"blocked"
"1522",3,2.98412698412698,126,100,0.0158730158730158,"blocked"
"1523",3.15873015873016,3.15873015873016,126,100,0,"blocked"
"1524",2.96825396825397,3,126,100,0.0317460317460316,"blocked"
"1525",3.0952380952381,3.06349206349206,126,100,0.0317460317460316,"blocked"
"1526",3.0952380952381,3.06349206349206,126,100,0.0317460317460316,"blocked"
"1527",3.01587301587302,3.01587301587302,126,100,0,"blocked"
"1528",2.82539682539683,2.84126984126984,126,100,0.0158730158730158,"blocked"
"1529",3.22222222222222,3.22222222222222,126,100,0,"blocked"
"1530",3.03174603174603,3.01587301587302,126,100,0.0158730158730158,"blocked"
"1531",2.9047619047619,2.9047619047619,126,100,0,"blocked"
"1532",3.14285714285714,3.17460317460317,126,100,0.0317460317460316,"blocked"
"1533",3,3.03174603174603,126,100,0.0317460317460316,"blocked"
"1534",2.88888888888889,2.84126984126984,126,100,0.0476190476190474,"blocked"
"1535",3,3,126,100,0,"blocked"
"1536",2.80952380952381,2.74603174603175,126,100,0.0634920634920633,"blocked"
"1537",3.04761904761905,3.07936507936508,126,100,0.0317460317460321,"blocked"
"1538",3.07936507936508,3.11111111111111,126,100,0.0317460317460316,"blocked"
"1539",2.80952380952381,2.76190476190476,126,100,0.0476190476190474,"blocked"
"1540",3.04761904761905,3.06349206349206,126,100,0.0158730158730163,"blocked"
"1541",3.0952380952381,3.03174603174603,126,100,0.0634920634920637,"blocked"
"1542",2.9047619047619,2.9047619047619,126,100,0,"blocked"
"1543",2.88888888888889,2.88888888888889,126,100,0,"blocked"
"1544",3.12698412698413,3.19047619047619,126,100,0.0634920634920637,"blocked"
"1545",2.96825396825397,2.9047619047619,126,100,0.0634920634920637,"blocked"
"1546",3.03174603174603,2.98412698412698,126,100,0.0476190476190474,"blocked"
"1547",3.11111111111111,3.12698412698413,126,100,0.0158730158730158,"blocked"
"1548",3.22222222222222,3.15873015873016,126,100,0.0634920634920637,"blocked"
"1549",3,2.98412698412698,126,100,0.0158730158730158,"blocked"
"1550",2.88888888888889,2.92063492063492,126,100,0.0317460317460316,"blocked"
"1551",2.77777777777778,2.80952380952381,126,100,0.0317460317460316,"blocked"
"1552",3.23809523809524,3.26984126984127,126,100,0.0317460317460316,"blocked"
"1553",3.06349206349206,3.06349206349206,126,100,0,"blocked"
"1554",3.0952380952381,3.04761904761905,126,100,0.0476190476190479,"blocked"
"1555",3.01587301587302,2.96825396825397,126,100,0.0476190476190474,"blocked"
"1556",2.80952380952381,2.79365079365079,126,100,0.0158730158730158,"blocked"
"1557",2.85714285714286,2.9047619047619,126,100,0.0476190476190474,"blocked"
"1558",3.06349206349206,3.0952380952381,126,100,0.0317460317460316,"blocked"
"1559",2.98412698412698,3,126,100,0.0158730158730158,"blocked"
"1560",3.01587301587302,3.06349206349206,126,100,0.0476190476190479,"blocked"
"1561",2.80952380952381,2.79365079365079,126,100,0.0158730158730158,"blocked"
"1562",2.95238095238095,2.96825396825397,126,100,0.0158730158730158,"blocked"
"1563",3.15873015873016,3.20634920634921,126,100,0.0476190476190479,"blocked"
"1564",2.88888888888889,2.82539682539683,126,100,0.0634920634920633,"blocked"
"1565",3,2.98412698412698,126,100,0.0158730158730158,"blocked"
"1566",2.93650793650794,2.93650793650794,126,100,0,"blocked"
"1567",2.6984126984127,2.71428571428571,126,100,0.0158730158730158,"blocked"
"1568",3.01587301587302,3.03174603174603,126,100,0.0158730158730158,"blocked"
"1569",2.96825396825397,3.01587301587302,126,100,0.0476190476190474,"blocked"
"1570",3.03174603174603,3,126,100,0.0317460317460316,"blocked"
"1571",2.93650793650794,2.92063492063492,126,100,0.0158730158730158,"blocked"
"1572",3,2.96825396825397,126,100,0.0317460317460316,"blocked"
"1573",3,2.95238095238095,126,100,0.0476190476190474,"blocked"
"1574",2.84126984126984,2.85714285714286,126,100,0.0158730158730158,"blocked"
"1575",3.04761904761905,2.98412698412698,126,100,0.0634920634920633,"blocked"
"1576",3.22222222222222,3.15873015873016,126,100,0.0634920634920637,"blocked"
"1577",2.87301587301587,2.84126984126984,126,100,0.0317460317460316,"blocked"
"1578",3.03174603174603,3.04761904761905,126,100,0.0158730158730158,"blocked"
"1579",3.17460317460317,3.15873015873016,126,100,0.0158730158730158,"blocked"
"1580",2.93650793650794,2.88888888888889,126,100,0.0476190476190474,"blocked"
"1581",3.12698412698413,3.19047619047619,126,100,0.0634920634920637,"blocked"
"1582",3.01587301587302,2.98412698412698,126,100,0.0317460317460316,"blocked"
"1583",3,3.06349206349206,126,100,0.0634920634920637,"blocked"
"1584",3.03174603174603,2.96825396825397,126,100,0.0634920634920633,"blocked"
"1585",3.01587301587302,3,126,100,0.0158730158730158,"blocked"
"1586",2.80952380952381,2.77777777777778,126,100,0.0317460317460316,"blocked"
"1587",3.11111111111111,3.0952380952381,126,100,0.0158730158730158,"blocked"
"1588",3.04761904761905,2.96825396825397,126,100,0.0793650793650791,"blocked"
"1589",3.0952380952381,3.04761904761905,126,100,0.0476190476190479,"blocked"
"1590",2.88888888888889,2.9047619047619,126,100,0.0158730158730158,"blocked"
"1591",3.14285714285714,3.12698412698413,126,100,0.0158730158730158,"blocked"
"1592",3.03174603174603,3.06349206349206,126,100,0.0317460317460321,"blocked"
"1593",3.04761904761905,3.04761904761905,126,100,0,"blocked"
"1594",2.96825396825397,3.01587301587302,126,100,0.0476190476190474,"blocked"
"1595",3.01587301587302,2.98412698412698,126,100,0.0317460317460316,"blocked"
"1596",3.11111111111111,3.12698412698413,126,100,0.0158730158730158,"blocked"
"1597",3.03174603174603,3.06349206349206,126,100,0.0317460317460321,"blocked"
"1598",2.9047619047619,2.92063492063492,126,100,0.0158730158730158,"blocked"
"1599",3.06349206349206,3.01587301587302,126,100,0.0476190476190479,"blocked"
"1600",3.04761904761905,3.03174603174603,126,100,0.0158730158730158,"blocked"
"1601",3.01492537313433,3.05970149253731,134,100,0.0447761194029854,"blocked"
"1602",3.04477611940298,3.07462686567164,134,100,0.0298507462686568,"blocked"
"1603",2.86567164179104,2.83582089552239,134,100,0.0298507462686564,"blocked"
"1604",2.8955223880597,2.8955223880597,134,100,0,"blocked"
"1605",3.17910447761194,3.19402985074627,134,100,0.0149253731343282,"blocked"
"1606",2.91044776119403,2.8955223880597,134,100,0.0149253731343286,"blocked"
"1607",3.05970149253731,3.04477611940298,134,100,0.0149253731343286,"blocked"
"1608",2.8955223880597,2.8955223880597,134,100,0,"blocked"
"1609",2.98507462686567,2.97014925373134,134,100,0.0149253731343286,"blocked"
"1610",2.91044776119403,2.92537313432836,134,100,0.0149253731343282,"blocked"
"1611",2.95522388059702,2.91044776119403,134,100,0.044776119402985,"blocked"
"1612",3.02985074626866,3.01492537313433,134,100,0.0149253731343286,"blocked"
"1613",3.14925373134328,3.13432835820896,134,100,0.0149253731343282,"blocked"
"1614",3.25373134328358,3.2089552238806,134,100,0.044776119402985,"blocked"
"1615",2.73134328358209,2.73134328358209,134,100,0,"blocked"
"1616",3.02985074626866,3.07462686567164,134,100,0.044776119402985,"blocked"
"1617",3,2.97014925373134,134,100,0.0298507462686568,"blocked"
"1618",3.02985074626866,3.05970149253731,134,100,0.0298507462686568,"blocked"
"1619",2.97014925373134,2.97014925373134,134,100,0,"blocked"
"1620",2.7910447761194,2.7910447761194,134,100,0,"blocked"
"1621",3.11940298507463,3.17910447761194,134,100,0.0597014925373136,"blocked"
"1622",3.16417910447761,3.08955223880597,134,100,0.0746268656716418,"blocked"
"1623",3.07462686567164,3.02985074626866,134,100,0.044776119402985,"blocked"
"1624",2.8955223880597,2.91044776119403,134,100,0.0149253731343286,"blocked"
"1625",3.1044776119403,3.08955223880597,134,100,0.0149253731343286,"blocked"
"1626",2.94029850746269,2.91044776119403,134,100,0.0298507462686564,"blocked"
"1627",3.17910447761194,3.16417910447761,134,100,0.0149253731343286,"blocked"
"1628",2.98507462686567,2.97014925373134,134,100,0.0149253731343286,"blocked"
"1629",3.04477611940298,3.01492537313433,134,100,0.0298507462686568,"blocked"
"1630",3.04477611940298,3,134,100,0.044776119402985,"blocked"
"1631",3.07462686567164,3.08955223880597,134,100,0.0149253731343282,"blocked"
"1632",2.86567164179104,2.83582089552239,134,100,0.0298507462686564,"blocked"
"1633",2.98507462686567,2.98507462686567,134,100,0,"blocked"
"1634",2.77611940298507,2.73134328358209,134,100,0.044776119402985,"blocked"
"1635",3.08955223880597,3.08955223880597,134,100,0,"blocked"
"1636",3.01492537313433,3.02985074626866,134,100,0.0149253731343286,"blocked"
"1637",2.80597014925373,2.86567164179104,134,100,0.0597014925373132,"blocked"
"1638",3.14925373134328,3.11940298507463,134,100,0.0298507462686568,"blocked"
"1639",3.07462686567164,3.02985074626866,134,100,0.044776119402985,"blocked"
"1640",2.83582089552239,2.86567164179104,134,100,0.0298507462686564,"blocked"
"1641",3.04477611940298,3.04477611940298,134,100,0,"blocked"
"1642",3.07462686567164,3.08955223880597,134,100,0.0149253731343282,"blocked"
"1643",2.86567164179104,2.88059701492537,134,100,0.0149253731343286,"blocked"
"1644",3.05970149253731,3.04477611940298,134,100,0.0149253731343286,"blocked"
"1645",3.23880597014925,3.26865671641791,134,100,0.0298507462686568,"blocked"
"1646",3,2.98507462686567,134,100,0.0149253731343282,"blocked"
"1647",2.92537313432836,2.8955223880597,134,100,0.0298507462686568,"blocked"
"1648",2.86567164179104,2.85074626865672,134,100,0.0149253731343282,"blocked"
"1649",3.07462686567164,3.11940298507463,134,100,0.044776119402985,"blocked"
"1650",3.23880597014925,3.23880597014925,134,100,0,"blocked"
"1651",2.98507462686567,2.94029850746269,134,100,0.0447761194029854,"blocked"
"1652",2.85074626865672,2.8955223880597,134,100,0.044776119402985,"blocked"
"1653",2.98507462686567,3.02985074626866,134,100,0.044776119402985,"blocked"
"1654",2.92537313432836,2.97014925373134,134,100,0.044776119402985,"blocked"
"1655",3.04477611940298,3.01492537313433,134,100,0.0298507462686568,"blocked"
"1656",2.98507462686567,3.02985074626866,134,100,0.044776119402985,"blocked"
"1657",2.83582089552239,2.85074626865672,134,100,0.0149253731343282,"blocked"
"1658",2.91044776119403,2.91044776119403,134,100,0,"blocked"
"1659",3.1044776119403,3.13432835820896,134,100,0.0298507462686568,"blocked"
"1660",3.01492537313433,2.95522388059702,134,100,0.0597014925373132,"blocked"
"1661",2.83582089552239,2.86567164179104,134,100,0.0298507462686564,"blocked"
"1662",3,3.01492537313433,134,100,0.0149253731343282,"blocked"
"1663",2.70149253731343,2.74626865671642,134,100,0.044776119402985,"blocked"
"1664",2.97014925373134,3.02985074626866,134,100,0.0597014925373136,"blocked"
"1665",3.07462686567164,3.05970149253731,134,100,0.0149253731343282,"blocked"
"1666",2.97014925373134,2.92537313432836,134,100,0.044776119402985,"blocked"
"1667",2.95522388059702,2.92537313432836,134,100,0.0298507462686568,"blocked"
"1668",3.05970149253731,3,134,100,0.0597014925373136,"blocked"
"1669",2.8955223880597,2.85074626865672,134,100,0.044776119402985,"blocked"
"1670",3,2.98507462686567,134,100,0.0149253731343282,"blocked"
"1671",3.11940298507463,3.13432835820896,134,100,0.0149253731343286,"blocked"
"1672",2.83582089552239,2.88059701492537,134,100,0.044776119402985,"blocked"
"1673",3.02985074626866,3.04477611940298,134,100,0.0149253731343282,"blocked"
"1674",3.1044776119403,3.11940298507463,134,100,0.0149253731343282,"blocked"
"1675",2.97014925373134,2.91044776119403,134,100,0.0597014925373132,"blocked"
"1676",3.1044776119403,3.16417910447761,134,100,0.0597014925373132,"blocked"
"1677",2.97014925373134,3.04477611940298,134,100,0.0746268656716418,"blocked"
"1678",3.1044776119403,3.08955223880597,134,100,0.0149253731343286,"blocked"
"1679",2.97014925373134,2.98507462686567,134,100,0.0149253731343286,"blocked"
"1680",3,3.01492537313433,134,100,0.0149253731343282,"blocked"
"1681",2.85074626865672,2.82089552238806,134,100,0.0298507462686568,"blocked"
"1682",3.07462686567164,3.07462686567164,134,100,0,"blocked"
"1683",3.07462686567164,3.01492537313433,134,100,0.0597014925373136,"blocked"
"1684",2.8955223880597,2.97014925373134,134,100,0.0746268656716418,"blocked"
"1685",3.04477611940298,3.08955223880597,134,100,0.044776119402985,"blocked"
"1686",3.11940298507463,3.11940298507463,134,100,0,"blocked"
"1687",3.16417910447761,3.13432835820896,134,100,0.0298507462686564,"blocked"
"1688",2.85074626865672,2.80597014925373,134,100,0.044776119402985,"blocked"
"1689",3.01492537313433,3.01492537313433,134,100,0,"blocked"
"1690",3.13432835820896,3.16417910447761,134,100,0.0298507462686564,"blocked"
"1691",3.07462686567164,3.08955223880597,134,100,0.0149253731343282,"blocked"
"1692",2.88059701492537,2.86567164179104,134,100,0.0149253731343286,"blocked"
"1693",3.01492537313433,2.97014925373134,134,100,0.044776119402985,"blocked"
"1694",3.05970149253731,3.02985074626866,134,100,0.0298507462686568,"blocked"
"1695",2.94029850746269,2.8955223880597,134,100,0.044776119402985,"blocked"
"1696",2.92537313432836,2.97014925373134,134,100,0.044776119402985,"blocked"
"1697",2.98507462686567,2.97014925373134,134,100,0.0149253731343286,"blocked"
"1698",3.11940298507463,3.17910447761194,134,100,0.0597014925373136,"blocked"
"1699",2.94029850746269,2.94029850746269,134,100,0,"blocked"
"1700",2.8955223880597,2.92537313432836,134,100,0.0298507462686568,"blocked"
"1701",3.07042253521127,3.07042253521127,142,100,0,"blocked"
"1702",3,2.95774647887324,142,100,0.0422535211267605,"blocked"
"1703",2.91549295774648,2.87323943661972,142,100,0.0422535211267605,"blocked"
"1704",2.97183098591549,2.94366197183099,142,100,0.028169014084507,"blocked"
"1705",3.02816901408451,3.08450704225352,142,100,0.056338028169014,"blocked"
"1706",2.97183098591549,2.94366197183099,142,100,0.028169014084507,"blocked"
"1707",2.98591549295775,3.01408450704225,142,100,0.028169014084507,"blocked"
"1708",2.95774647887324,2.98591549295775,142,100,0.028169014084507,"blocked"
"1709",2.87323943661972,2.91549295774648,142,100,0.0422535211267605,"blocked"
"1710",2.84507042253521,2.88732394366197,142,100,0.0422535211267605,"blocked"
"1711",3.16901408450704,3.19718309859155,142,100,0.028169014084507,"blocked"
"1712",3.01408450704225,2.97183098591549,142,100,0.0422535211267605,"blocked"
"1713",3.1830985915493,3.23943661971831,142,100,0.056338028169014,"blocked"
"1714",2.90140845070423,2.88732394366197,142,100,0.0140845070422535,"blocked"
"1715",3,3.01408450704225,142,100,0.0140845070422535,"blocked"
"1716",2.92957746478873,2.91549295774648,142,100,0.0140845070422535,"blocked"
"1717",3.01408450704225,3.05633802816901,142,100,0.0422535211267605,"blocked"
"1718",2.97183098591549,3.01408450704225,142,100,0.0422535211267605,"blocked"
"1719",2.85915492957746,2.80281690140845,142,100,0.0563380281690145,"blocked"
"1720",3.15492957746479,3.1830985915493,142,100,0.0281690140845074,"blocked"
"1721",3,3,142,100,0,"blocked"
"1722",3.09859154929577,3.09859154929577,142,100,0,"blocked"
"1723",3.02816901408451,3.02816901408451,142,100,0,"blocked"
"1724",3.02816901408451,3,142,100,0.028169014084507,"blocked"
"1725",2.97183098591549,2.91549295774648,142,100,0.056338028169014,"blocked"
"1726",3.19718309859155,3.1830985915493,142,100,0.0140845070422535,"blocked"
"1727",2.92957746478873,2.97183098591549,142,100,0.0422535211267605,"blocked"
"1728",2.95774647887324,2.98591549295775,142,100,0.028169014084507,"blocked"
"1729",3.12676056338028,3.11267605633803,142,100,0.0140845070422535,"blocked"
"1730",2.87323943661972,2.88732394366197,142,100,0.0140845070422535,"blocked"
"1731",2.94366197183099,3,142,100,0.056338028169014,"blocked"
"1732",2.80281690140845,2.76056338028169,142,100,0.0422535211267605,"blocked"
"1733",3.05633802816901,3.02816901408451,142,100,0.028169014084507,"blocked"
"1734",3.02816901408451,3.05633802816901,142,100,0.028169014084507,"blocked"
"1735",2.84507042253521,2.80281690140845,142,100,0.042253521126761,"blocked"
"1736",3.15492957746479,3.14084507042254,142,100,0.0140845070422535,"blocked"
"1737",3.04225352112676,3.07042253521127,142,100,0.028169014084507,"blocked"
"1738",2.87323943661972,2.84507042253521,142,100,0.028169014084507,"blocked"
"1739",3.07042253521127,3.09859154929577,142,100,0.028169014084507,"blocked"
"1740",2.95774647887324,2.92957746478873,142,100,0.028169014084507,"blocked"
"1741",2.97183098591549,2.95774647887324,142,100,0.0140845070422535,"blocked"
"1742",3.2112676056338,3.1830985915493,142,100,0.028169014084507,"blocked"
"1743",2.98591549295775,2.97183098591549,142,100,0.0140845070422535,"blocked"
"1744",3.22535211267606,3.1830985915493,142,100,0.0422535211267605,"blocked"
"1745",2.70422535211268,2.74647887323944,142,100,0.0422535211267605,"blocked"
"1746",3.19718309859155,3.12676056338028,142,100,0.070422535211268,"blocked"
"1747",3.04225352112676,3.02816901408451,142,100,0.0140845070422535,"blocked"
"1748",3.05633802816901,3.04225352112676,142,100,0.0140845070422535,"blocked"
