"","control","treatment1","treatment2","treatment3","treatment4","treatment5","treatment6","treatment7","treatment8","treatment9","variance","levels","groups","sampled_numbers","repeats","diff","label"
"46",2.66666666666667,1.33333333333333,1,2,3.33333333333333,NA,2.5,2,2.33333333333333,3.5,2.18505747126437,5,10,30,100,NA,"rand"
"47",2.66666666666667,3.33333333333333,3,3,3.33333333333333,NA,2.25,2,2.5,4.25,2.16206896551724,5,10,30,100,NA,"rand"
"48",3.33333333333333,2.33333333333333,4,4.33333333333333,4,NA,2.75,2.33333333333333,3.33333333333333,4.5,1.76551724137931,5,10,30,100,NA,"rand"
"49",3.33333333333333,2.66666666666667,1,1.66666666666667,4,NA,3.75,2,3.66666666666667,2.75,2.13793103448276,5,10,30,100,NA,"rand"
"50",3.66666666666667,4.33333333333333,4,4,3,NA,3,2,4.5,2.5,2.18850574712644,5,10,30,100,NA,"rand"
"51",3,2.66666666666667,5,3.33333333333333,3,NA,3.75,2.66666666666667,2,3.25,1.55057471264368,5,10,30,100,NA,"rand"
"52",2.66666666666667,4,5,3,3.33333333333333,NA,2.75,1.66666666666667,3.16666666666667,3,1.75747126436782,5,10,30,100,NA,"rand"
"53",2.33333333333333,2.33333333333333,4,3,4,NA,2,2.33333333333333,2.83333333333333,2,2.10229885057471,5,10,30,100,NA,"rand"
"54",3,3.33333333333333,4,4,1.66666666666667,NA,1.75,4,3.5,3.25,1.9551724137931,5,10,30,100,NA,"rand"
"55",4.33333333333333,4,1,2.66666666666667,1.33333333333333,NA,3.75,3.66666666666667,3.33333333333333,2.75,2.48850574712644,5,10,30,100,NA,"rand"
"56",2.66666666666667,2.33333333333333,2,3.33333333333333,3.66666666666667,NA,2,2,3.33333333333333,3.75,1.67931034482759,5,10,30,100,NA,"rand"
