"","control","treatment1","treatment2","treatment3","treatment4","treatment5","treatment6","treatment7","treatment8","treatment9","variance","levels","groups","sampled_numbers","repeats","diff","label"
"2891",2.59375,3.11111111111111,3.8,3,2.92105263157895,2.76923076923077,2.79166666666667,2.66666666666667,3.36,3,2.06915126839962,5,10,310,100,1.20625,"rand"
"2892",3.09375,2.73333333333333,2.86666666666667,2.77142857142857,3.15789473684211,2.76923076923077,3.33333333333333,2.7,3.08,2.96296296296296,2.03378223196576,5,10,310,100,0.633333333333333,"rand"
"2893",2.34375,2.95555555555556,2.8,2.71428571428571,3.15789473684211,2.94871794871795,2.70833333333333,2.96666666666667,2.88,2.51851851851852,1.88959181542959,5,10,310,100,0.814144736842105,"rand"
"2894",2.8125,2.73333333333333,2.8,3.37142857142857,3.15789473684211,3.30769230769231,2.79166666666667,3.06666666666667,3.08,2.74074074074074,1.92876083098445,5,10,310,100,0.638095238095238,"rand"
"2895",2.96875,3.17777777777778,3.06666666666667,3,2.42105263157895,2.69230769230769,3,3.03333333333333,3.2,2.74074074074074,2.00209834011901,5,10,310,100,0.778947368421053,"rand"
"2896",3.03125,2.71111111111111,2.6,2.97142857142857,3.10526315789474,3.25641025641026,2.91666666666667,3.26666666666667,3.04,2.92592592592593,2.05177993527508,5,10,310,100,0.666666666666667,"rand"
"2897",2.75,2.84444444444444,2.46666666666667,3.25714285714286,2.97368421052632,3.38461538461538,3,3.1,2.6,3.25925925925926,1.92880258899676,5,10,310,100,0.917948717948718,"rand"
"2898",3.0625,3.02222222222222,2.8,3.22857142857143,2.76315789473684,3.07692307692308,2.625,3.23333333333333,3.16,3.14814814814815,1.97344190416536,5,10,310,100,0.608333333333333,"rand"
"2899",2.75,3.02222222222222,3.26666666666667,3.25714285714286,3.10526315789474,3.28205128205128,3,3.2,2.88,3.14814814814815,1.9723979538574,5,10,310,100,0.532051282051282,"rand"
"2900",2.96875,2.97777777777778,3.26666666666667,3.05714285714286,2.76315789473684,3,3.29166666666667,3,2.96,2.74074074074074,1.99315168597975,5,10,310,100,0.550925925925926,"rand"
"2901",3.15384615384615,2.75862068965517,3.04878048780488,2.64705882352941,2.81481481481481,2.75,3.17857142857143,2.96428571428571,3.30769230769231,3.27777777777778,1.88710815047022,5,10,320,100,0.660633484162896,"rand"
"2902",2.76923076923077,3.37931034482759,3.14634146341463,2.76470588235294,2.44444444444444,2.875,2.92857142857143,3.21428571428571,3.26923076923077,3.27777777777778,2.10027429467085,5,10,320,100,0.934865900383142,"rand"
"2903",3.30769230769231,3.17241379310345,2.75609756097561,2.82352941176471,2.48148148148148,3.0625,3.14285714285714,2.92857142857143,2.73076923076923,3.19444444444444,2.00234130094044,5,10,320,100,0.826210826210826,"rand"
"2904",3.07692307692308,2.6551724137931,3.19512195121951,3.17647058823529,2.74074074074074,2.6875,2.57142857142857,2.67857142857143,3.07692307692308,3.13888888888889,1.9128526645768,5,10,320,100,0.623693379790941,"rand"
"2905",2.92307692307692,2.89655172413793,3.19512195121951,3.05882352941176,3.11111111111111,2.8125,3.28571428571429,3.39285714285714,2.76923076923077,2.52777777777778,1.9152723354232,5,10,320,100,0.865079365079365,"rand"
"2906",3.15384615384615,2.82758620689655,3.04878048780488,3.11764705882353,3.11111111111111,3.3125,3.25,3.64285714285714,3.15384615384615,2.88888888888889,2.02718456112853,5,10,320,100,0.815270935960591,"rand"
"2907",2.87179487179487,3.03448275862069,3.04878048780488,2.91176470588235,2.66666666666667,2.8125,2.96428571428571,2.57142857142857,3.11538461538462,3,2.08522727272727,5,10,320,100,0.543956043956044,"rand"
"2908",3.1025641025641,3.37931034482759,2.90243902439024,2.91176470588235,2.77777777777778,3,3.25,2.92857142857143,2.88461538461538,2.94444444444444,1.96861285266458,5,10,320,100,0.601532567049809,"rand"
"2909",2.8974358974359,2.55172413793103,3.02439024390244,2.67647058823529,3.22222222222222,3.09375,3.14285714285714,3.5,2.88461538461538,3.19444444444444,2.06253918495298,5,10,320,100,0.948275862068965,"rand"
"2910",2.8974358974359,3.44827586206897,2.85365853658537,2.91176470588235,3.07407407407407,3.0625,2.71428571428571,3.07142857142857,3.26923076923077,2.97222222222222,2.1064263322884,5,10,320,100,0.733990147783251,"rand"
"2911",3,3.13793103448276,3,3.29411764705882,2.85185185185185,2.65625,3.39285714285714,3.03571428571429,2.57692307692308,3,2.03761755485893,5,10,320,100,0.815934065934066,"rand"
"2912",3.23076923076923,3.13793103448276,3.14634146341463,2.94117647058824,3,3.0625,3.07142857142857,3.32142857142857,2.80769230769231,3,2.14748236677116,5,10,320,100,0.513736263736264,"rand"
"2913",2.82051282051282,2.72413793103448,3.07317073170732,3.26470588235294,3.2962962962963,3.46875,2.82142857142857,3.10714285714286,3.07692307692308,2.83333333333333,2.0419670846395,5,10,320,100,0.744612068965517,"rand"
"2914",3.58974358974359,2.82758620689655,2.85365853658537,2.97058823529412,2.81481481481481,2.65625,2.85714285714286,2.53571428571429,2.96153846153846,2.91666666666667,1.89933385579937,5,10,320,100,1.0540293040293,"rand"
"2915",2.92307692307692,2.37931034482759,3.48780487804878,2.85294117647059,2.66666666666667,3,3,3.5,3.11538461538462,2.97222222222222,1.96550744514107,5,10,320,100,1.12068965517241,"rand"
"2916",2.71794871794872,2.79310344827586,2.82926829268293,2.61764705882353,3.22222222222222,3.0625,3.14285714285714,2.89285714285714,2.96153846153846,3.36111111111111,1.97241379310345,5,10,320,100,0.743464052287582,"rand"
"2917",2.48717948717949,3.27586206896552,2.68292682926829,3.08823529411765,2.96296296296296,3.25,2.85714285714286,2.89285714285714,2.96153846153846,3.13888888888889,1.88397335423197,5,10,320,100,0.78868258178603,"rand"
"2918",2.87179487179487,3.03448275862069,2.8780487804878,2.70588235294118,2.77777777777778,3.15625,2.82142857142857,3.42857142857143,3.19230769230769,3.33333333333333,1.86818181818182,5,10,320,100,0.722689075630252,"rand"
"2919",3.07692307692308,3.03448275862069,2.92682926829268,3.20588235294118,3.03703703703704,3.03125,3.14285714285714,3.10714285714286,3.34615384615385,2.97222222222222,1.97820336990596,5,10,320,100,0.419324577861163,"rand"
"2920",3.07692307692308,2.89655172413793,2.68292682926829,2.85294117647059,3.18518518518519,2.90625,3.07142857142857,2.96428571428571,3.19230769230769,2.94444444444444,1.78542319749216,5,10,320,100,0.5093808630394,"rand"
"2921",3.25641025641026,3.17241379310345,3.21951219512195,2.88235294117647,3.11111111111111,2.96875,3.10714285714286,3.42857142857143,3.15384615384615,3.16666666666667,1.92506857366771,5,10,320,100,0.546218487394958,"rand"
"2922",3,2.93103448275862,2.82926829268293,2.64705882352941,3.11111111111111,2.625,3.39285714285714,3.21428571428571,2.57692307692308,3.02777777777778,2.01049177115987,5,10,320,100,0.815934065934066,"rand"
"2923",2.71794871794872,2.96551724137931,2.78048780487805,2.94117647058824,2.96296296296296,2.6875,3.17857142857143,3.32142857142857,3.5,3.11111111111111,2.07828173981191,5,10,320,100,0.8125,"rand"
"2924",2.82051282051282,2.6551724137931,2.75609756097561,3.14705882352941,2.92592592592593,3.15625,2.89285714285714,2.46428571428571,3.11538461538462,3.08333333333333,1.86832876175549,5,10,320,100,0.691964285714286,"rand"
"2925",2.71794871794872,2.82758620689655,2.97560975609756,2.91176470588235,2.55555555555556,3.03125,3.21428571428571,3.39285714285714,2.80769230769231,3.66666666666667,2.10947296238245,5,10,320,100,1.11111111111111,"rand"
"2926",2.66666666666667,2.79310344827586,2.80487804878049,3.17647058823529,2.88888888888889,3.1875,2.75,2.89285714285714,3.26923076923077,3,2.03016261755486,5,10,320,100,0.602564102564103,"rand"
"2927",2.74358974358974,2.6551724137931,2.85365853658537,2.64705882352941,2.7037037037037,3.0625,3,3,3.26923076923077,3.13888888888889,1.81442006269592,5,10,320,100,0.622171945701357,"rand"
"2928",2.64102564102564,3.20689655172414,2.92682926829268,3,2.96296296296296,3.25,2.89285714285714,2.89285714285714,3.11538461538462,3,1.95249804075235,5,10,320,100,0.608974358974359,"rand"
"2929",2.87179487179487,2.89655172413793,2.97560975609756,2.52941176470588,3.25925925925926,2.59375,3.07142857142857,3.46428571428571,3.15384615384615,3.13888888888889,2.00265478056426,5,10,320,100,0.934873949579832,"rand"
"2930",3.07692307692308,2.89655172413793,3.1219512195122,3.05882352941176,3.18518518518519,2.6875,2.92857142857143,3.14285714285714,3.30769230769231,3.08333333333333,1.87553879310345,5,10,320,100,0.620192307692307,"rand"
"2931",2.79487179487179,2.93103448275862,3.02439024390244,3,2.96296296296296,3.21875,3.10714285714286,3.17857142857143,3.07692307692308,2.77777777777778,1.9466986677116,5,10,320,100,0.440972222222222,"rand"
"2932",2.94871794871795,2.75862068965517,3.09756097560976,3.20588235294118,3.33333333333333,3.21875,2.89285714285714,3.07142857142857,3.15384615384615,2.63888888888889,1.98683385579937,5,10,320,100,0.694444444444445,"rand"
"2933",3.20512820512821,3.10344827586207,3.51219512195122,3.11764705882353,2.88888888888889,2.8125,2.75,2.82142857142857,2.88461538461538,3.27777777777778,1.90748432601881,5,10,320,100,0.76219512195122,"rand"
"2934",2.92307692307692,2.79310344827586,2.75609756097561,2.79411764705882,2.62962962962963,2.6875,3.28571428571429,3.14285714285714,3.23076923076923,2.83333333333333,1.91971003134796,5,10,320,100,0.656084656084656,"rand"
"2935",2.64102564102564,2.86206896551724,3.26829268292683,3.26470588235294,2.92592592592593,3.1875,2.96428571428571,3.35714285714286,3.11538461538462,3.13888888888889,2.09199647335423,5,10,320,100,0.716117216117216,"rand"
"2936",3.17948717948718,3.44827586206897,2.51219512195122,3.23529411764706,3.03703703703704,3.09375,3.17857142857143,3.35714285714286,2.73076923076923,2.83333333333333,2.16108934169279,5,10,320,100,0.936080740117746,"rand"
"2937",3.15384615384615,3.10344827586207,3.14634146341463,3.17647058823529,2.85185185185185,2.90625,2.96428571428571,2.78571428571429,2.69230769230769,2.86111111111111,2.0560736677116,5,10,320,100,0.484162895927601,"rand"
"2938",3.28205128205128,2.89655172413793,2.82926829268293,2.88235294117647,2.74074074074074,3.4375,3.39285714285714,2.92857142857143,3.30769230769231,3.11111111111111,1.86535070532915,5,10,320,100,0.696759259259259,"rand"
"2939",2.97435897435897,3.10344827586207,2.97560975609756,3.14705882352941,2.62962962962963,2.90625,3.03571428571429,2.89285714285714,3.30769230769231,2.77777777777778,2.14654192789969,5,10,320,100,0.678062678062678,"rand"
"2940",2.64102564102564,3.17241379310345,3.02439024390244,2.97058823529412,2.77777777777778,2.96875,3.32142857142857,3.17857142857143,2.76923076923077,2.86111111111111,2.04536637931034,5,10,320,100,0.680402930402931,"rand"
"2941",3.33333333333333,2.3448275862069,3.02439024390244,3.11764705882353,3.07407407407407,3.34375,2.82142857142857,3.53571428571429,2.5,3.08333333333333,2.02993730407524,5,10,320,100,1.19088669950739,"rand"
"2942",2.8974358974359,3,2.95121951219512,3.11764705882353,2.7037037037037,2.8125,2.85714285714286,3.03571428571429,3.26923076923077,2.69444444444444,2.08572688087774,5,10,320,100,0.574786324786325,"rand"
"2943",3.43589743589744,2.68965517241379,2.75609756097561,2.61764705882353,2.92592592592593,2.90625,3,3.46428571428571,3.07692307692308,3.13888888888889,2.02507836990596,5,10,320,100,0.846638655462185,"rand"
"2944",2.71794871794872,2.3448275862069,3.17073170731707,3.26470588235294,3.07407407407407,2.875,3.25,3.53571428571429,3.03846153846154,3.11111111111111,2.00821904388715,5,10,320,100,1.19088669950739,"rand"
"2945",3.20512820512821,2.55172413793103,2.51219512195122,3.26470588235294,2.51851851851852,3.0625,3.14285714285714,3.14285714285714,3.11538461538462,2.80555555555556,1.9979525862069,5,10,320,100,0.752510760401722,"rand"
"2946",3,3.24137931034483,2.73170731707317,2.58823529411765,3.11111111111111,3.03125,3.5,2.89285714285714,2.88461538461538,3.13888888888889,2.003125,5,10,320,100,0.911764705882353,"rand"
"2947",2.79487179487179,3.13793103448276,3.31707317073171,2.70588235294118,2.51851851851852,3.03125,3.35714285714286,2.85714285714286,2.53846153846154,2.61111111111111,2.03635384012539,5,10,320,100,0.838624338624339,"rand"
"2948",3.07692307692308,3.27586206896552,3.02439024390244,3.23529411764706,2.88888888888889,2.5625,2.71428571428571,2.75,2.80769230769231,3.02777777777778,1.95360501567398,5,10,320,100,0.713362068965517,"rand"
"2949",2.84615384615385,2.75862068965517,2.82926829268293,3.29411764705882,3.40740740740741,3.125,2.85714285714286,3.14285714285714,2.76923076923077,2.94444444444444,1.84003722570533,5,10,320,100,0.648786717752235,"rand"
"2950",2.82051282051282,3.3448275862069,2.39024390243902,2.94117647058824,3.03703703703704,3,3.71428571428571,2.85714285714286,3.15384615384615,2.86111111111111,2.15611285266458,5,10,320,100,1.32404181184669,"rand"
"2951",2.8974358974359,3.24137931034483,2.82926829268293,3,3.37037037037037,3.03125,3.10714285714286,2.5,2.92307692307692,2.83333333333333,2.09890282131661,5,10,320,100,0.87037037037037,"rand"
"2952",2.76923076923077,3.44827586206897,3.04878048780488,3.41176470588235,3.37037037037037,2.875,3.07142857142857,2.96428571428571,2.65384615384615,3.33333333333333,1.98491379310345,5,10,320,100,0.794429708222812,"rand"
"2953",3.33333333333333,2.96551724137931,3.1219512195122,2.79411764705882,3.18518518518519,2.96875,3.25,3.07142857142857,3.42307692307692,2.80555555555556,2.12138518808777,5,10,320,100,0.6289592760181,"rand"
"2954",3.38461538461538,2.62068965517241,2.53658536585366,3,3.07407407407407,3.40625,3.46428571428571,2.92857142857143,3,3.08333333333333,2.10466300940439,5,10,320,100,0.927700348432056,"rand"
"2955",2.92307692307692,3.10344827586207,3.07317073170732,3.14705882352941,2.88888888888889,3.0625,3.10714285714286,3.14285714285714,3.46153846153846,2.80555555555556,1.83658894984326,5,10,320,100,0.655982905982906,"rand"
"2956",3.46153846153846,3.13793103448276,2.8780487804878,2.61764705882353,3.11111111111111,2.96875,2.82142857142857,2.75,3.11538461538462,3.13888888888889,2.10654388714734,5,10,320,100,0.843891402714932,"rand"
"2957",2.87179487179487,2.93103448275862,3.02439024390244,2.79411764705882,2.59259259259259,2.96875,2.96428571428571,3.07142857142857,2.96153846153846,2.91666666666667,1.99858934169279,5,10,320,100,0.478835978835979,"rand"
"2958",3.1025641025641,2.6551724137931,3.14634146341463,3.02941176470588,3.03703703703704,2.96875,2.96428571428571,2.57142857142857,2.5,3.02777777777778,1.83134796238245,5,10,320,100,0.646341463414634,"rand"
"2959",3.35897435897436,2.51724137931034,2.85365853658537,2.88235294117647,2.44444444444444,2.84375,3.17857142857143,2.53571428571429,3.15384615384615,2.88888888888889,1.97958463949843,5,10,320,100,0.914529914529914,"rand"
"2960",3.17948717948718,3.13793103448276,2.95121951219512,2.97058823529412,2.85185185185185,2.75,2.60714285714286,3.35714285714286,3.23076923076923,2.69444444444444,1.96140282131661,5,10,320,100,0.75,"rand"
"2961",2.61538461538462,2.79310344827586,3.36585365853659,3.29411764705882,3.18518518518519,2.8125,2.64285714285714,2.57142857142857,2.84615384615385,3.27777777777778,1.97640086206897,5,10,320,100,0.794425087108014,"rand"
"2962",2.8974358974359,3,2.70731707317073,2.44117647058824,2.77777777777778,3.03125,3.21428571428571,2.5,2.80769230769231,2.97222222222222,2.07174764890282,5,10,320,100,0.773109243697479,"rand"
"2963",2.8974358974359,3,2.82926829268293,2.67647058823529,3.03703703703704,2.65625,2.89285714285714,3.28571428571429,3.07692307692308,2.94444444444444,1.9332974137931,5,10,320,100,0.629464285714286,"rand"
"2964",3.28205128205128,2.6551724137931,3.14634146341463,2.91176470588235,3.03703703703704,3.125,2.89285714285714,3.14285714285714,2.23076923076923,2.52777777777778,1.8204447492163,5,10,320,100,1.05128205128205,"rand"
"2965",3,2.72413793103448,3.04878048780488,2.97058823529412,3.66666666666667,3.1875,3.21428571428571,3,3.15384615384615,3.19444444444444,1.97613636363636,5,10,320,100,0.942528735632184,"rand"
"2966",3.02564102564103,3.41379310344828,3.21951219512195,2.85294117647059,3.07407407407407,3.25,2.85714285714286,3.64285714285714,2.84615384615385,2.97222222222222,2.10015673981191,5,10,320,100,0.796703296703297,"rand"
"2967",3.02564102564103,3.20689655172414,3.24390243902439,3.26470588235294,2.96296296296296,2.78125,2.92857142857143,3.17857142857143,2.92307692307692,2.75,2.04290752351097,5,10,320,100,0.514705882352941,"rand"
"2968",3.02564102564103,3.13793103448276,3,3,2.51851851851852,2.9375,3.46428571428571,3.25,2.57692307692308,3,1.99058581504702,5,10,320,100,0.945767195767196,"rand"
"2969",2.84615384615385,3.17241379310345,2.85365853658537,3.35294117647059,3.18518518518519,3.21875,3.17857142857143,3.32142857142857,3.11538461538462,3.05555555555556,2.06880877742947,5,10,320,100,0.506787330316742,"rand"
"2970",3.15384615384615,3.20689655172414,2.8780487804878,2.91176470588235,3.33333333333333,3.21875,2.78571428571429,3.10714285714286,3,3.02777777777778,2.09086990595611,5,10,320,100,0.547619047619048,"rand"
"2971",3.20512820512821,3.68965517241379,3.26829268292683,3.17647058823529,2.96296296296296,3.03125,2.71428571428571,3.32142857142857,3.03846153846154,3.02777777777778,1.93354231974922,5,10,320,100,0.975369458128079,"rand"
