"","control","treatment1","treatment2","variance","levels","groups","sampled_numbers","repeats","diff","label"
"939",2.85714285714286,3.07407407407407,2.62857142857143,2.00561797752809,5,3,90,100,0.445502645502645,"rand"
"940",3.03571428571429,3.40740740740741,3.14285714285714,1.97515605493134,5,3,90,100,0.371693121693122,"rand"
"941",3.10714285714286,2.96296296296296,3.37142857142857,1.98314606741573,5,3,90,100,0.408465608465609,"rand"
"942",2.89285714285714,3.14814814814815,2.71428571428571,2.56292134831461,5,3,90,100,0.433862433862434,"rand"
"943",3.10714285714286,3,2.91428571428571,2.02247191011236,5,3,90,100,0.192857142857143,"rand"
"944",2.78571428571429,3.18518518518519,2.8,2.30661672908864,5,3,90,100,0.3994708994709,"rand"
"945",3.28571428571429,3.51851851851852,2.94285714285714,1.97253433208489,5,3,90,100,0.575661375661376,"rand"
"946",3.35714285714286,2.77777777777778,3.02857142857143,1.85081148564295,5,3,90,100,0.57936507936508,"rand"
"947",2.82142857142857,2.77777777777778,2.6,1.82084893882647,5,3,90,100,0.221428571428572,"rand"
"948",3.17857142857143,2.74074074074074,3,2.04444444444444,5,3,90,100,0.437830687830687,"rand"
"949",3.17857142857143,2.92592592592593,3,1.83033707865169,5,3,90,100,0.252645502645502,"rand"
"950",2.75,2.81481481481481,2.82857142857143,1.86966292134831,5,3,90,100,0.0785714285714287,"rand"
"951",3.14285714285714,2.48148148148148,3.02857142857143,2.11348314606742,5,3,90,100,0.661375661375661,"rand"
"952",3.03571428571429,3.22222222222222,2.88571428571429,2.03258426966292,5,3,90,100,0.336507936507937,"rand"
"953",3.10714285714286,3.11111111111111,3.14285714285714,2.01860174781523,5,3,90,100,0.0357142857142856,"rand"
"954",2.82142857142857,2.55555555555556,2.8,1.72584269662921,5,3,90,100,0.265873015873016,"rand"
"955",3.07142857142857,2.7037037037037,3,1.77078651685393,5,3,90,100,0.367724867724868,"rand"
"956",3.32142857142857,3.18518518518519,3.02857142857143,2.00561797752809,5,3,90,100,0.292857142857143,"rand"
"957",3.35714285714286,3.07407407407407,2.97142857142857,2.17590511860175,5,3,90,100,0.385714285714286,"rand"
"958",2.75,2.85185185185185,3.34285714285714,2.03358302122347,5,3,90,100,0.592857142857143,"rand"
"959",2.67857142857143,2.40740740740741,3.34285714285714,1.90024968789014,5,3,90,100,0.935449735449736,"rand"
"960",3,2.77777777777778,2.85714285714286,1.7039950062422,5,3,90,100,0.222222222222222,"rand"
"961",3.25,3,2.97142857142857,2.01797752808989,5,3,90,100,0.278571428571428,"rand"
"962",3.28571428571429,3.25925925925926,3.08571428571429,1.93707865168539,5,3,90,100,0.2,"rand"
"963",2.78571428571429,2.66666666666667,2.91428571428571,1.68988764044944,5,3,90,100,0.247619047619048,"rand"
"964",3.39285714285714,2.92592592592593,2.65714285714286,1.80786516853933,5,3,90,100,0.735714285714286,"rand"
"965",2.85714285714286,3.18518518518519,3.11428571428571,2.07553058676654,5,3,90,100,0.328042328042328,"rand"
"966",3.28571428571429,3.25925925925926,3.02857142857143,1.78826466916355,5,3,90,100,0.257142857142857,"rand"
"967",2.92857142857143,3.03703703703704,3.57142857142857,2.12347066167291,5,3,90,100,0.642857142857143,"rand"
"968",3,2.55555555555556,2.91428571428571,1.71348314606742,5,3,90,100,0.444444444444445,"rand"
"969",3.25,3.18518518518519,3.2,1.98863920099875,5,3,90,100,0.0648148148148149,"rand"
"970",2.78571428571429,2.85185185185185,2.88571428571429,1.61598002496879,5,3,90,100,0.1,"rand"
"971",2.92857142857143,2.74074074074074,2.8,1.83320848938826,5,3,90,100,0.187830687830687,"rand"
"972",3.07142857142857,2.7037037037037,3.48571428571429,1.95118601747815,5,3,90,100,0.782010582010582,"rand"
"973",2.96428571428571,2.92592592592593,2.88571428571429,2.07253433208489,5,3,90,100,0.0785714285714287,"rand"
"974",3.17857142857143,3.59259259259259,3.22857142857143,1.86129837702871,5,3,90,100,0.414021164021164,"rand"
"975",3.03571428571429,2.88888888888889,3.22857142857143,1.79325842696629,5,3,90,100,0.33968253968254,"rand"
"976",2.75,3.11111111111111,2.97142857142857,1.78339575530587,5,3,90,100,0.361111111111111,"rand"
"977",2.85714285714286,3.18518518518519,3.08571428571429,2.13283395755306,5,3,90,100,0.328042328042328,"rand"
"978",2.92857142857143,2.81481481481481,2.65714285714286,2.30324594257179,5,3,90,100,0.271428571428571,"rand"
"979",3,2.88888888888889,2.91428571428571,1.92808988764045,5,3,90,100,0.111111111111111,"rand"
"980",2.78571428571429,3.11111111111111,2.85714285714286,2.1043695380774,5,3,90,100,0.325396825396826,"rand"
"981",3.42857142857143,2.7037037037037,3.08571428571429,2.20736579275905,5,3,90,100,0.724867724867725,"rand"
"982",3.07142857142857,3,2.77142857142857,1.92808988764045,5,3,90,100,0.3,"rand"
"983",2.96428571428571,3.22222222222222,2.88571428571429,1.94369538077403,5,3,90,100,0.336507936507937,"rand"
"984",3.32142857142857,2.77777777777778,3.05714285714286,1.94069912609238,5,3,90,100,0.543650793650794,"rand"
"985",2.53571428571429,3.07407407407407,2.8,1.77977528089888,5,3,90,100,0.538359788359788,"rand"
"986",3.07142857142857,2.81481481481481,2.71428571428571,1.6980024968789,5,3,90,100,0.357142857142857,"rand"
"987",2.46428571428571,2.7037037037037,3.74285714285714,2.05505617977528,5,3,90,100,1.27857142857143,"rand"
"988",2.96428571428571,3.37037037037037,3.05714285714286,2.22084893882647,5,3,90,100,0.406084656084656,"rand"
"989",2.5,3.11111111111111,3.22857142857143,2.30224719101124,5,3,90,100,0.728571428571429,"rand"
"990",2.57142857142857,2.77777777777778,3.11428571428571,2.49238451935081,5,3,90,100,0.542857142857143,"rand"
"991",3.46428571428571,2.85185185185185,2.97142857142857,1.87965043695381,5,3,90,100,0.612433862433863,"rand"
"992",2.82142857142857,3.11111111111111,2.88571428571429,1.92808988764045,5,3,90,100,0.28968253968254,"rand"
"993",2.78571428571429,2.88888888888889,2.74285714285714,1.89213483146067,5,3,90,100,0.146031746031746,"rand"
"994",2.64285714285714,3.03703703703704,2.77142857142857,1.68302122347066,5,3,90,100,0.394179894179894,"rand"
"995",2.75,3.14814814814815,2.91428571428571,1.68089887640449,5,3,90,100,0.398148148148148,"rand"
"996",3.17857142857143,2.85185185185185,3.02857142857143,1.97702871410737,5,3,90,100,0.326719576719577,"rand"
"997",3.53571428571429,2.81481481481481,2.88571428571429,1.97303370786517,5,3,90,100,0.720899470899471,"rand"
"998",3.07142857142857,3.03703703703704,2.85714285714286,1.90961298377029,5,3,90,100,0.214285714285714,"rand"
"999",3.03571428571429,2.88888888888889,2.94285714285714,1.90811485642946,5,3,90,100,0.146825396825397,"rand"
"1000",2.64285714285714,2.85185185185185,3.2,1.93770287141074,5,3,90,100,0.557142857142857,"rand"
"1001",2.86842105263158,3.17391304347826,3.02631578947368,1.93877551020408,5,3,99,100,0.305491990846682,"rand"
"1002",3.23684210526316,3.34782608695652,2.78947368421053,1.67532467532468,5,3,99,100,0.558352402745996,"rand"
"1003",2.84210526315789,3.47826086956522,2.68421052631579,2.04596990311276,5,3,99,100,0.794050343249428,"rand"
"1004",2.78947368421053,2.95652173913043,3.07894736842105,1.99628942486085,5,3,99,100,0.289473684210527,"rand"
"1005",3.05263157894737,2.43478260869565,3,2.07936507936508,5,3,99,100,0.617848970251716,"rand"
"1006",3.07894736842105,2.82608695652174,3.31578947368421,2.09977324263039,5,3,99,100,0.489702517162471,"rand"
"1007",3.05263157894737,3.34782608695652,2.94736842105263,2.17707689136261,5,3,99,100,0.400457665903891,"rand"
"1008",3.15789473684211,3.04347826086957,2.71052631578947,2.07998350855494,5,3,99,100,0.447368421052631,"rand"
"1009",3.05263157894737,2.8695652173913,2.68421052631579,1.89074417645846,5,3,99,100,0.368421052631579,"rand"
"1010",2.97368421052632,3.04347826086957,3.10526315789474,2.03916718202432,5,3,99,100,0.131578947368421,"rand"
"1011",2.94736842105263,3.21739130434783,2.63157894736842,1.65079365079365,5,3,99,100,0.585812356979405,"rand"
"1012",3.02631578947368,3.26086956521739,2.73684210526316,1.90723562152134,5,3,99,100,0.524027459954233,"rand"
"1013",2.84210526315789,2.95652173913043,3,2.1684188827046,5,3,99,100,0.157894736842105,"rand"
"1014",3.07894736842105,2.60869565217391,2.68421052631579,1.90538033395176,5,3,99,100,0.47025171624714,"rand"
"1015",3.18421052631579,2.95652173913043,3.39473684210526,2.00556586270872,5,3,99,100,0.438215102974829,"rand"
"1016",2.76315789473684,3.47826086956522,2.68421052631579,1.88765203050917,5,3,99,100,0.794050343249428,"rand"
"1017",2.89473684210526,3.34782608695652,3.10526315789474,1.95258709544424,5,3,99,100,0.453089244851259,"rand"
"1018",3.34210526315789,3.43478260869565,2.94736842105263,2.2708719851577,5,3,99,100,0.487414187643021,"rand"
"1019",3.07894736842105,3.39130434782609,3.28947368421053,1.853638425067,5,3,99,100,0.312356979405034,"rand"
"1020",2.71052631578947,2.73913043478261,2.86842105263158,1.84807256235828,5,3,99,100,0.157894736842105,"rand"
"1021",2.92105263157895,3.1304347826087,2.92105263157895,2.1317254174397,5,3,99,100,0.209382151029748,"rand"
"1022",2.86842105263158,3.26086956521739,2.76315789473684,2.11585240156669,5,3,99,100,0.497711670480549,"rand"
"1023",3,2.8695652173913,3.10526315789474,2.2958152958153,5,3,99,100,0.235697940503433,"rand"
"1024",3.05263157894737,2.82608695652174,2.92105263157895,1.76272933415791,5,3,99,100,0.226544622425629,"rand"
"1025",3.13157894736842,1.91304347826087,3.15789473684211,2.14306328592043,5,3,99,100,1.24485125858124,"rand"
"1026",3.28947368421053,3.17391304347826,3.02631578947368,1.78994021851165,5,3,99,100,0.263157894736842,"rand"
"1027",2.36842105263158,2.95652173913043,3.18421052631579,2.08905380333952,5,3,99,100,0.815789473684211,"rand"
"1028",3.07894736842105,3.26086956521739,2.89473684210526,2.19130076272933,5,3,99,100,0.366132723112128,"rand"
"1029",3.44736842105263,3.08695652173913,3.07894736842105,1.86848072562358,5,3,99,100,0.368421052631579,"rand"
"1030",3.21052631578947,2.91304347826087,2.78947368421053,2.16285301999588,5,3,99,100,0.421052631578948,"rand"
"1031",3.34210526315789,3.04347826086957,2.78947368421053,2.26159554730983,5,3,99,100,0.552631578947369,"rand"
"1032",3.18421052631579,3.08695652173913,2.73684210526316,1.9896928468357,5,3,99,100,0.447368421052631,"rand"
"1033",3.10526315789474,3.17391304347826,3.10526315789474,2.00556586270872,5,3,99,100,0.068649885583524,"rand"
"1034",2.81578947368421,3.47826086956522,3,2.07998350855494,5,3,99,100,0.662471395881007,"rand"
"1035",2.76315789473684,3.1304347826087,2.63157894736842,2.04040404040404,5,3,99,100,0.498855835240275,"rand"
"1036",3.10526315789474,3.52173913043478,2.94736842105263,1.91857349000206,5,3,99,100,0.574370709382151,"rand"
"1037",3.63157894736842,3,2.84210526315789,1.86456400742115,5,3,99,100,0.789473684210527,"rand"
"1038",2.63157894736842,2.95652173913043,3.10526315789474,2.50793650793651,5,3,99,100,0.473684210526315,"rand"
"1039",3.21052631578947,2.82608695652174,2.89473684210526,2.18367346938776,5,3,99,100,0.384439359267735,"rand"
"1040",3.23684210526316,2.65217391304348,2.97368421052632,2.30612244897959,5,3,99,100,0.58466819221968,"rand"
"1041",3.18421052631579,3.1304347826087,3.15789473684211,1.9736136878994,5,3,99,100,0.0537757437070936,"rand"
"1042",3.07894736842105,3.34782608695652,2.76315789473684,1.8975468975469,5,3,99,100,0.58466819221968,"rand"
"1043",2.97368421052632,2.65217391304348,2.84210526315789,1.92578849721707,5,3,99,100,0.321510297482838,"rand"
"1044",2.81578947368421,2.47826086956522,3,1.72809729952587,5,3,99,100,0.521739130434783,"rand"
"1045",3.02631578947368,2.43478260869565,3.52631578947368,2.05462791177077,5,3,99,100,1.09153318077803,"rand"
"1046",3,2.17391304347826,2.84210526315789,1.9253762110905,5,3,99,100,0.826086956521739,"rand"
"1047",2.94736842105263,3.73913043478261,2.84210526315789,2.14471243042672,5,3,99,100,0.897025171624714,"rand"
"1048",2.97368421052632,3.17391304347826,3.21052631578947,1.87528344671202,5,3,99,100,0.236842105263158,"rand"
"1049",2.76315789473684,2.95652173913043,2.76315789473684,1.85054627911771,5,3,99,100,0.193363844393593,"rand"
"1050",3.15789473684211,3.17391304347826,2.47368421052632,1.76520305091734,5,3,99,100,0.700228832951945,"rand"
"1051",3.63157894736842,2.91304347826087,2.94736842105263,2.10162853019996,5,3,99,100,0.718535469107552,"rand"
"1052",3.07894736842105,2.82608695652174,3.18421052631579,2.03710575139147,5,3,99,100,0.35812356979405,"rand"
"1053",3,3.21739130434783,2.78947368421053,2.1113172541744,5,3,99,100,0.4279176201373,"rand"
"1054",2.78947368421053,2.69565217391304,3.02631578947368,1.59204287775716,5,3,99,100,0.330663615560641,"rand"
"1055",2.78947368421053,2.8695652173913,3.15789473684211,1.98721913007627,5,3,99,100,0.368421052631579,"rand"
"1056",3.23684210526316,3.08695652173913,3.05263157894737,1.95196866625438,5,3,99,100,0.184210526315789,"rand"
"1057",3.02631578947368,2.95652173913043,3.02631578947368,1.82642754071326,5,3,99,100,0.0697940503432495,"rand"
"1058",3.02631578947368,3,2.92105263157895,1.83632240775098,5,3,99,100,0.105263157894737,"rand"
"1059",2.78947368421053,2.56521739130435,3.13157894736842,1.95196866625438,5,3,99,100,0.566361556064074,"rand"
"1060",3.23684210526316,3.30434782608696,3.21052631578947,1.81818181818182,5,3,99,100,0.0938215102974826,"rand"
"1061",3.10526315789474,3.17391304347826,3.34210526315789,2.04638218923933,5,3,99,100,0.236842105263158,"rand"
"1062",3.02631578947368,2.60869565217391,2.86842105263158,1.82951968666254,5,3,99,100,0.417620137299771,"rand"
"1063",3.21052631578947,3.21739130434783,3.34210526315789,1.88950731807875,5,3,99,100,0.131578947368421,"rand"
"1064",2.71052631578947,2.82608695652174,2.44736842105263,1.35621521335807,5,3,99,100,0.378718535469108,"rand"
"1065",3.07894736842105,2.8695652173913,2.84210526315789,2.139146567718,5,3,99,100,0.236842105263158,"rand"
"1066",3.26315789473684,3,3.42105263157895,1.68542568542569,5,3,99,100,0.421052631578947,"rand"
"1067",2.73684210526316,3.17391304347826,3.05263157894737,2.18202432488147,5,3,99,100,0.437070938215103,"rand"
"1068",3.31578947368421,3.21739130434783,3.23684210526316,1.76705833848691,5,3,99,100,0.0983981693363845,"rand"
"1069",3,2.73913043478261,2.84210526315789,1.80148423005566,5,3,99,100,0.260869565217391,"rand"
"1070",2.68421052631579,3.39130434782609,3.15789473684211,2.1113172541744,5,3,99,100,0.707093821510298,"rand"
"1071",2.81578947368421,2.78260869565217,2.76315789473684,2.25046382189239,5,3,99,100,0.0526315789473686,"rand"
"1072",3.10526315789474,2.82608695652174,2.55263157894737,1.87837559266131,5,3,99,100,0.552631578947368,"rand"
"1073",3.10526315789474,3.30434782608696,3.05263157894737,2.21727478870336,5,3,99,100,0.251716247139588,"rand"
"1074",2.71052631578947,2.95652173913043,3.05263157894737,1.9692846835704,5,3,99,100,0.342105263157895,"rand"
"1075",2.86842105263158,3.39130434782609,3.07894736842105,1.80107194392909,5,3,99,100,0.522883295194508,"rand"
"1076",2.76315789473684,2.73913043478261,3.55263157894737,2.26159554730983,5,3,99,100,0.81350114416476,"rand"
"1077",2.94736842105263,2.47826086956522,2.68421052631579,1.76705833848691,5,3,99,100,0.469107551487414,"rand"
"1078",2.92105263157895,2.8695652173913,3.13157894736842,1.70397856112142,5,3,99,100,0.262013729977117,"rand"
"1079",3,3.08695652173913,2.84210526315789,1.97794269222841,5,3,99,100,0.244851258581236,"rand"
"1080",3.44736842105263,2.56521739130435,3.07894736842105,2.19377447948877,5,3,99,100,0.882151029748284,"rand"
"1081",2.92105263157895,3.60869565217391,2.68421052631579,2.3162234590806,5,3,99,100,0.924485125858124,"rand"
"1082",3.10526315789474,2.56521739130435,2.52631578947368,2.430426716141,5,3,99,100,0.578947368421053,"rand"
"1083",3.18421052631579,3.17391304347826,3.05263157894737,1.80911152339724,5,3,99,100,0.131578947368421,"rand"
"1084",2.94736842105263,3.26086956521739,2.76315789473684,1.82395382395382,5,3,99,100,0.497711670480549,"rand"
"1085",2.81578947368421,2.82608695652174,2.5,1.76437847866419,5,3,99,100,0.326086956521739,"rand"
"1086",2.65789473684211,2.73913043478261,3.28947368421053,1.54442383013812,5,3,99,100,0.631578947368421,"rand"
"1087",2.94736842105263,3.08695652173913,3.18421052631579,2.14801071943929,5,3,99,100,0.236842105263158,"rand"
"1088",3.28947368421053,2.91304347826087,2.89473684210526,1.92599464028035,5,3,99,100,0.394736842105263,"rand"
"1089",2.78947368421053,2.78260869565217,3.10526315789474,1.89981447124304,5,3,99,100,0.322654462242563,"rand"
"1090",3.07894736842105,2.91304347826087,2.92105263157895,1.8975468975469,5,3,99,100,0.165903890160183,"rand"
"1091",2.97368421052632,2.65217391304348,3.05263157894737,1.96433725005154,5,3,99,100,0.400457665903891,"rand"
"1092",3.05263157894737,3.1304347826087,3.13157894736842,2.01010101010101,5,3,99,100,0.0789473684210527,"rand"
"1093",3.21052631578947,2.39130434782609,2.84210526315789,2.04638218923933,5,3,99,100,0.819221967963387,"rand"
"1094",2.60526315789474,3.04347826086957,2.89473684210526,1.96660482374768,5,3,99,100,0.438215102974829,"rand"
"1095",3.26315789473684,3,2.92105263157895,2.10719439290868,5,3,99,100,0.342105263157895,"rand"
"1096",3.21052631578947,3.30434782608696,3.13157894736842,1.81591424448567,5,3,99,100,0.172768878718535,"rand"
"1097",2.92105263157895,2.69565217391304,3.28947368421053,1.72438672438672,5,3,99,100,0.593821510297483,"rand"
"1098",2.73684210526316,2.8695652173913,2.76315789473684,1.86848072562358,5,3,99,100,0.132723112128146,"rand"
"1099",2.76315789473684,3.30434782608696,3.23684210526316,1.96433725005154,5,3,99,100,0.541189931350115,"rand"
"1100",3.15789473684211,3.04347826086957,3.07894736842105,2.01010101010101,5,3,99,100,0.11441647597254,"rand"
"1101",3.16666666666667,3.03448275862069,3,1.90342679127726,5,3,108,100,0.166666666666667,"rand"
"1102",2.76666666666667,2.93103448275862,3.12244897959184,1.7095015576324,5,3,108,100,0.35578231292517,"rand"
"1103",2.73333333333333,2.75862068965517,3.20408163265306,2.10064035998615,5,3,108,100,0.470748299319728,"rand"
"1104",3.16666666666667,2.6551724137931,2.97959183673469,1.99688473520249,5,3,108,100,0.511494252873563,"rand"
"1105",2.86666666666667,2.82758620689655,2.91836734693878,2.06948771201108,5,3,108,100,0.0907811400422238,"rand"
"1106",3.43333333333333,3.10344827586207,3.10204081632653,2.19548286604361,5,3,108,100,0.331292517006803,"rand"
"1107",3.2,2.89655172413793,2.85714285714286,2.07338179300796,5,3,108,100,0.342857142857143,"rand"
"1108",2.9,3.48275862068966,2.6530612244898,1.90342679127726,5,3,108,100,0.829697396199859,"rand"
"1109",3.46666666666667,2.72413793103448,2.87755102040816,2.01869158878505,5,3,108,100,0.742528735632184,"rand"
"1110",3.33333333333333,2.82758620689655,2.81632653061224,1.69955001730703,5,3,108,100,0.517006802721089,"rand"
"1111",2.66666666666667,3.06896551724138,2.97959183673469,1.92757009345794,5,3,108,100,0.402298850574713,"rand"
"1112",2.9,3.10344827586207,2.85714285714286,2.09856351678782,5,3,108,100,0.246305418719212,"rand"
"1113",2.93333333333333,2.68965517241379,2.77551020408163,1.92073381793008,5,3,108,100,0.24367816091954,"rand"
"1114",3.06666666666667,3.58620689655172,3.30612244897959,1.91865697473174,5,3,108,100,0.519540229885057,"rand"
"1115",3.03333333333333,2.75862068965517,2.83673469387755,1.889581169955,5,3,108,100,0.274712643678161,"rand"
"1116",3.06666666666667,3.03448275862069,3.08163265306122,2.13594669435791,5,3,108,100,0.0471498944405351,"rand"
"1117",3.3,2.93103448275862,3.44897959183673,2.10479404638283,5,3,108,100,0.517945109078114,"rand"
"1118",3.2,3.31034482758621,2.6734693877551,1.80365178262375,5,3,108,100,0.636875439831105,"rand"
"1119",2.7,2.68965517241379,2.91836734693878,1.95811699550017,5,3,108,100,0.228712174524982,"rand"
"1120",3.16666666666667,3.03448275862069,2.85714285714286,2.15879196953963,5,3,108,100,0.309523809523809,"rand"
"1121",2.76666666666667,3.44827586206897,2.97959183673469,2.28755624783662,5,3,108,100,0.681609195402299,"rand"
"1122",3.03333333333333,3.41379310344828,2.59183673469388,1.83688127379716,5,3,108,100,0.821956368754398,"rand"
"1123",2.53333333333333,2.82758620689655,3.06122448979592,2.08999653859467,5,3,108,100,0.527891156462585,"rand"
"1124",2.83333333333333,3.3448275862069,3.16326530612245,1.90126341294566,5,3,108,100,0.511494252873563,"rand"
"1125",2.63333333333333,3,2.97959183673469,2.15576323987539,5,3,108,100,0.366666666666667,"rand"
"1126",3.03333333333333,2.93103448275862,3.18367346938776,2.06922810661128,5,3,108,100,0.252638986629135,"rand"
"1127",3.06666666666667,3.27586206896552,3.30612244897959,1.9739529248875,5,3,108,100,0.239455782312925,"rand"
"1128",2.36666666666667,3.31034482758621,2.97959183673469,2.22317410868813,5,3,108,100,0.94367816091954,"rand"
"1129",3.4,3.10344827586207,3.02040816326531,2.10868812737972,5,3,108,100,0.379591836734694,"rand"
"1130",2.8,3.17241379310345,2.87755102040816,1.83688127379716,5,3,108,100,0.372413793103449,"rand"
"1131",3.06666666666667,2.93103448275862,3.10204081632653,2.19409830391139,5,3,108,100,0.17100633356791,"rand"
"1132",3.03333333333333,2.82758620689655,2.93877551020408,1.98641398407754,5,3,108,100,0.205747126436782,"rand"
"1133",2.93333333333333,3.20689655172414,3.12244897959184,1.97265489788854,5,3,108,100,0.273563218390805,"rand"
"1134",2.73333333333333,3.03448275862069,3.46938775510204,1.86569747317411,5,3,108,100,0.736054421768707,"rand"
"1135",2.46666666666667,3.06896551724138,3.26530612244898,2.66346486673589,5,3,108,100,0.798639455782313,"rand"
"1136",3.4,2.89655172413793,2.75510204081633,2.12071651090343,5,3,108,100,0.644897959183673,"rand"
"1137",2.73333333333333,2.93103448275862,3.20408163265306,2.26168224299065,5,3,108,100,0.470748299319728,"rand"
"1138",3.26666666666667,2.72413793103448,3.20408163265306,1.82312218760817,5,3,108,100,0.542528735632184,"rand"
"1139",3.16666666666667,2.93103448275862,2.69387755102041,2.02492211838006,5,3,108,100,0.472789115646258,"rand"
"1140",2.93333333333333,2.82758620689655,3.04081632653061,1.85764970578055,5,3,108,100,0.213230119634061,"rand"
"1141",3.13333333333333,3.10344827586207,2.91836734693878,1.84034267912773,5,3,108,100,0.214965986394558,"rand"
"1142",2.66666666666667,2.86206896551724,2.71428571428571,1.93215645552094,5,3,108,100,0.195402298850575,"rand"
"1143",3.03333333333333,3.20689655172414,2.87755102040816,2.08402561439945,5,3,108,100,0.329345531315975,"rand"
"1144",2.73333333333333,3.48275862068966,3.14285714285714,1.93864659051575,5,3,108,100,0.749425287356322,"rand"
"1145",2.66666666666667,2.79310344827586,2.85714285714286,1.83272758740048,5,3,108,100,0.190476190476191,"rand"
"1146",2.9,3,2.93877551020408,1.77258566978193,5,3,108,100,0.1,"rand"
"1147",3.06666666666667,3.20689655172414,3.26530612244898,2.12071651090343,5,3,108,100,0.198639455782313,"rand"
"1148",2.83333333333333,2.82758620689655,3.06122448979592,1.91164762893735,5,3,108,100,0.233638282899367,"rand"
"1149",3.16666666666667,3.03448275862069,2.81632653061224,2.10202492211838,5,3,108,100,0.350340136054422,"rand"
"1150",3.1,3.31034482758621,2.59183673469388,1.75147109726549,5,3,108,100,0.718508092892329,"rand"
"1151",2.7,2.86206896551724,3.36734693877551,2.02587400484597,5,3,108,100,0.66734693877551,"rand"
"1152",3.2,3.17241379310345,3.08163265306122,1.76557632398754,5,3,108,100,0.118367346938776,"rand"
"1153",2.66666666666667,2.86206896551724,3.08163265306122,1.84181377639322,5,3,108,100,0.414965986394558,"rand"
"1154",2.96666666666667,2.79310344827586,2.95918367346939,1.94626168224299,5,3,108,100,0.173563218390805,"rand"
"1155",2.96666666666667,3.41379310344828,3.24489795918367,1.85141917618553,5,3,108,100,0.447126436781609,"rand"
"1156",3.06666666666667,3.31034482758621,3.22448979591837,2.05157493942541,5,3,108,100,0.24367816091954,"rand"
"1157",3.16666666666667,2.75862068965517,2.83673469387755,1.82312218760817,5,3,108,100,0.408045977011494,"rand"
"1158",3.06666666666667,3.27586206896552,3.04081632653061,1.81931464174455,5,3,108,100,0.235045742434905,"rand"
"1159",2.66666666666667,2.55172413793103,2.95918367346939,1.6935790931118,5,3,108,100,0.407459535538353,"rand"
"1160",3.03333333333333,3.31034482758621,2.89795918367347,1.98849082727587,5,3,108,100,0.412385643912737,"rand"
"1161",3.13333333333333,2.79310344827586,3.02040816326531,2.10271720318449,5,3,108,100,0.340229885057471,"rand"
"1162",2.83333333333333,3.37931034482759,3.36734693877551,1.70716510903427,5,3,108,100,0.545977011494253,"rand"
"1163",2.96666666666667,2.86206896551724,3.20408163265306,2.02587400484597,5,3,108,100,0.342012667135819,"rand"
"1164",2.76666666666667,3.20689655172414,2.81632653061224,1.71097265489789,5,3,108,100,0.440229885057471,"rand"
"1165",2.83333333333333,2.6551724137931,3.10204081632653,2.45863620629976,5,3,108,100,0.446868402533427,"rand"
"1166",2.83333333333333,2.75862068965517,2.85714285714286,1.8659570785739,5,3,108,100,0.0985221674876846,"rand"
"1167",3.63333333333333,2.75862068965517,2.97959183673469,2.27924887504327,5,3,108,100,0.874712643678161,"rand"
"1168",3.33333333333333,2.93103448275862,2.79591836734694,1.90619591554171,5,3,108,100,0.537414965986394,"rand"
"1169",2.66666666666667,2.96551724137931,3.22448979591837,1.96261682242991,5,3,108,100,0.557823129251701,"rand"
"1170",3.03333333333333,2.82758620689655,3.14285714285714,1.9898753894081,5,3,108,100,0.315270935960591,"rand"
"1171",2.63333333333333,2.82758620689655,3.02040816326531,1.7095015576324,5,3,108,100,0.387074829931973,"rand"
"1172",2.96666666666667,2.72413793103448,2.83673469387755,1.92826237452406,5,3,108,100,0.242528735632184,"rand"
"1173",3.03333333333333,3.17241379310345,3.10204081632653,2.12971616476289,5,3,108,100,0.139080459770115,"rand"
"1174",3.1,2.79310344827586,3.06122448979592,2.24299065420561,5,3,108,100,0.306896551724138,"rand"
"1175",3.2,2.48275862068966,2.91836734693878,2.44331948771201,5,3,108,100,0.717241379310345,"rand"
"1176",2.66666666666667,2.86206896551724,3.42857142857143,1.94903080650744,5,3,108,100,0.761904761904762,"rand"
"1177",2.93333333333333,3.24137931034483,2.75510204081633,1.78080650744202,5,3,108,100,0.486277269528501,"rand"
"1178",2.86666666666667,2.51724137931034,2.77551020408163,1.6935790931118,5,3,108,100,0.349425287356322,"rand"
"1179",3.13333333333333,2.55172413793103,2.89795918367347,1.64659051574939,5,3,108,100,0.581609195402299,"rand"
"1180",3.2,2.79310344827586,3.12244897959184,2.09034267912773,5,3,108,100,0.406896551724138,"rand"
"1181",3.16666666666667,3.13793103448276,2.95918367346939,1.94903080650744,5,3,108,100,0.207482993197279,"rand"
"1182",3.16666666666667,2.75862068965517,3.10204081632653,1.84034267912773,5,3,108,100,0.408045977011494,"rand"
"1183",2.73333333333333,2.79310344827586,3.02040816326531,2.06948771201108,5,3,108,100,0.287074829931973,"rand"
"1184",3.03333333333333,2.96551724137931,2.91836734693878,1.79300796123226,5,3,108,100,0.114965986394558,"rand"
"1185",2.63333333333333,3.37931034482759,3,2.14953271028037,5,3,108,100,0.745977011494253,"rand"
"1186",3.36666666666667,2.62068965517241,2.81632653061224,2.09579439252336,5,3,108,100,0.745977011494253,"rand"
"1187",3.16666666666667,2.86206896551724,2.85714285714286,2.03426791277259,5,3,108,100,0.309523809523809,"rand"
"1188",3.13333333333333,2.93103448275862,3.40816326530612,1.82727587400485,5,3,108,100,0.477128782547502,"rand"
"1189",3.33333333333333,2.79310344827586,2.77551020408163,1.74342332987193,5,3,108,100,0.557823129251701,"rand"
