"","control","treatment1","treatment2","variance","levels","groups","sampled_numbers","repeats","diff","label"
"121",3.25,2.75,2.5,1.94771241830065,5,3,18,100,0.75,"rand"
"122",2.5,2.75,3.33333333333333,1.98692810457516,5,3,18,100,0.833333333333333,"rand"
"123",2,3,3.16666666666667,2.26470588235294,5,3,18,100,1.16666666666667,"rand"
"124",3.25,3.375,2.16666666666667,2.05555555555556,5,3,18,100,1.20833333333333,"rand"
"125",2.75,2.125,3.5,2.09477124183007,5,3,18,100,1.375,"rand"
"126",3.75,2.625,2.16666666666667,1.97712418300654,5,3,18,100,1.58333333333333,"rand"
"127",2.25,2.875,4.16666666666667,2.14705882352941,5,3,18,100,1.91666666666667,"rand"
"128",1.75,2.75,3.5,2.30065359477124,5,3,18,100,1.75,"rand"
"129",2.75,2.375,3.16666666666667,1.97712418300654,5,3,18,100,0.791666666666667,"rand"
"130",2.25,3.5,3.33333333333333,2.26470588235294,5,3,18,100,1.25,"rand"
"131",4.25,3.25,2.83333333333333,2.11764705882353,5,3,18,100,1.41666666666667,"rand"
"132",2.25,4.125,3.33333333333333,1.79084967320261,5,3,18,100,1.875,"rand"
"133",3.25,2.75,3.66666666666667,2.5,5,3,18,100,0.916666666666667,"rand"
"134",1.5,3.125,2.83333333333333,2.47058823529412,5,3,18,100,1.625,"rand"
"135",3,3,3.66666666666667,2.5359477124183,5,3,18,100,0.666666666666667,"rand"
"136",3,2.75,4.33333333333333,2,5,3,18,100,1.58333333333333,"rand"
"137",3,2.375,4.66666666666667,2.21241830065359,5,3,18,100,2.29166666666667,"rand"
"138",4.25,3.25,2,2.17320261437908,5,3,18,100,2.25,"rand"
"139",3,2.875,1.66666666666667,1.67647058823529,5,3,18,100,1.33333333333333,"rand"
"140",2.25,2.625,3.16666666666667,1.97712418300654,5,3,18,100,0.916666666666667,"rand"
"141",3.5,3.375,4.5,1.71241830065359,5,3,18,100,1.125,"rand"
"142",3.5,2.25,2,1.90849673202614,5,3,18,100,1.5,"rand"
"143",1.75,3.625,3.5,1.91176470588235,5,3,18,100,1.875,"rand"
"144",3.25,3.875,1.83333333333333,2.29084967320261,5,3,18,100,2.04166666666667,"rand"
"145",2.5,2.5,3,1.52941176470588,5,3,18,100,0.5,"rand"
"146",2,2.375,3.83333333333333,2.06535947712418,5,3,18,100,1.83333333333333,"rand"
"147",2.25,2.625,4.16666666666667,1.58496732026144,5,3,18,100,1.91666666666667,"rand"
"148",4,2.625,2.66666666666667,2.40849673202614,5,3,18,100,1.375,"rand"
"149",3.25,3.25,2.16666666666667,2.45751633986928,5,3,18,100,1.08333333333333,"rand"
"150",3.5,2.5,3.33333333333333,1.76470588235294,5,3,18,100,1,"rand"
"151",3.5,3,3.83333333333333,2.13398692810458,5,3,18,100,0.833333333333333,"rand"
"152",3.25,3.25,2.66666666666667,2.17320261437908,5,3,18,100,0.583333333333333,"rand"
"153",3.5,2.625,2.33333333333333,2.21241830065359,5,3,18,100,1.16666666666667,"rand"
"154",3.5,2.75,2.83333333333333,1.70261437908497,5,3,18,100,0.75,"rand"
"155",3.25,2.75,3.33333333333333,2.29084967320261,5,3,18,100,0.583333333333333,"rand"
"156",2.75,2.875,3.16666666666667,1.8202614379085,5,3,18,100,0.416666666666667,"rand"
"157",2.5,2.875,2.66666666666667,1.27124183006536,5,3,18,100,0.375,"rand"
"158",2.25,3,3.16666666666667,0.928104575163399,5,3,18,100,0.916666666666667,"rand"
"159",3,3.25,2.83333333333333,2.17320261437908,5,3,18,100,0.416666666666667,"rand"
"160",2.25,3,3.83333333333333,2.10457516339869,5,3,18,100,1.58333333333333,"rand"
"161",2.75,3.25,2,2.44771241830065,5,3,18,100,1.25,"rand"
"162",4,2.875,3.16666666666667,2.06535947712418,5,3,18,100,1.125,"rand"
"163",2.75,2.875,2.83333333333333,1.91176470588235,5,3,18,100,0.125,"rand"
"164",2.5,3.125,3.33333333333333,1.70261437908497,5,3,18,100,0.833333333333333,"rand"
"165",3.75,2.375,2.33333333333333,2,5,3,18,100,1.41666666666667,"rand"
"166",2.75,2.625,3.66666666666667,1.76470588235294,5,3,18,100,1.04166666666667,"rand"
"167",3.5,2.75,3.66666666666667,2.30065359477124,5,3,18,100,0.916666666666667,"rand"
"168",3,3.375,2.16666666666667,2.57516339869281,5,3,18,100,1.20833333333333,"rand"
"169",3.25,2.625,1.83333333333333,2.02941176470588,5,3,18,100,1.41666666666667,"rand"
"170",3.25,2.75,2.83333333333333,2.33986928104575,5,3,18,100,0.5,"rand"
"171",1.25,4.25,2.66666666666667,2.29084967320261,5,3,18,100,3,"rand"
"172",2.5,2.875,3.66666666666667,1.34967320261438,5,3,18,100,1.16666666666667,"rand"
"173",3.25,2.625,3.16666666666667,2.05555555555556,5,3,18,100,0.625,"rand"
"174",3.5,2.375,3.16666666666667,1.86928104575163,5,3,18,100,1.125,"rand"
"175",3,3,3.5,1.20588235294118,5,3,18,100,0.5,"rand"
"176",2.25,2.25,2.16666666666667,1.94771241830065,5,3,18,100,0.0833333333333335,"rand"
"177",2,3.625,2.16666666666667,2.65359477124183,5,3,18,100,1.625,"rand"
"178",2.75,2.875,2.66666666666667,1.83006535947712,5,3,18,100,0.208333333333333,"rand"
"179",2.75,3.125,3.66666666666667,2.06535947712418,5,3,18,100,0.916666666666667,"rand"
"180",3.75,3.625,3.33333333333333,1.67320261437909,5,3,18,100,0.416666666666667,"rand"
"181",2.25,3.25,2.66666666666667,1.44117647058824,5,3,18,100,1,"rand"
"182",3.5,3.375,2.66666666666667,2.61764705882353,5,3,18,100,0.833333333333333,"rand"
"183",3.25,3,4.66666666666667,2.60457516339869,5,3,18,100,1.66666666666667,"rand"
"184",3.5,3.5,3.5,1.20588235294118,5,3,18,100,0,"rand"
"185",3.5,2,2.83333333333333,1.66339869281046,5,3,18,100,1.5,"rand"
"186",3.25,2.75,3.16666666666667,1.64705882352941,5,3,18,100,0.5,"rand"
"187",3.25,2.875,3,2,5,3,18,100,0.375,"rand"
"188",1,2.25,3.33333333333333,2.23529411764706,5,3,18,100,2.33333333333333,"rand"
"189",3.25,2.875,3,1.76470588235294,5,3,18,100,0.375,"rand"
"190",2.75,3.5,3.33333333333333,1.97712418300654,5,3,18,100,0.75,"rand"
"191",2.75,3.125,3.16666666666667,2.40849673202614,5,3,18,100,0.416666666666667,"rand"
"192",2.25,2.875,3.66666666666667,2.35294117647059,5,3,18,100,1.41666666666667,"rand"
"193",2,3.25,3.33333333333333,2.11764705882353,5,3,18,100,1.33333333333333,"rand"
"194",2.25,2.875,3.5,1.46732026143791,5,3,18,100,1.25,"rand"
"195",3.5,3.125,4.33333333333333,2.2516339869281,5,3,18,100,1.20833333333333,"rand"
"196",3.25,2.25,3.16666666666667,2.41830065359477,5,3,18,100,1,"rand"
"197",4.5,2.625,2.83333333333333,3.16339869281046,5,3,18,100,1.875,"rand"
"198",5,3,3.83333333333333,1.85947712418301,5,3,18,100,2,"rand"
"199",3.75,3.125,2.66666666666667,1.7516339869281,5,3,18,100,1.08333333333333,"rand"
"200",2.5,3.875,2.5,2.10457516339869,5,3,18,100,1.375,"rand"
"201",2.66666666666667,3.44444444444444,3.91666666666667,1.7977207977208,5,3,27,100,1.25,"rand"
"202",2.33333333333333,2.77777777777778,2.58333333333333,1.78917378917379,5,3,27,100,0.444444444444444,"rand"
"203",3.33333333333333,3.22222222222222,2.58333333333333,1.80626780626781,5,3,27,100,0.75,"rand"
"204",2.5,2.77777777777778,3.83333333333333,2.002849002849,5,3,27,100,1.33333333333333,"rand"
"205",3.16666666666667,2.77777777777778,3,2.11396011396011,5,3,27,100,0.388888888888889,"rand"
"206",3.16666666666667,2.66666666666667,2.58333333333333,1.66096866096866,5,3,27,100,0.583333333333333,"rand"
"207",3,3.33333333333333,3.16666666666667,1.31054131054131,5,3,27,100,0.333333333333333,"rand"
"208",3.16666666666667,3,2.91666666666667,1.84615384615385,5,3,27,100,0.25,"rand"
"209",3.33333333333333,2.88888888888889,3.08333333333333,2.07122507122507,5,3,27,100,0.444444444444445,"rand"
"210",4.16666666666667,3.22222222222222,2.75,1.64102564102564,5,3,27,100,1.41666666666667,"rand"
"211",1.66666666666667,2.33333333333333,3.41666666666667,2.61538461538462,5,3,27,100,1.75,"rand"
"212",2.16666666666667,3.22222222222222,2.91666666666667,2.13105413105413,5,3,27,100,1.05555555555556,"rand"
"213",2.83333333333333,3.11111111111111,2.91666666666667,2.03703703703704,5,3,27,100,0.277777777777778,"rand"
"214",3.16666666666667,3.11111111111111,2.91666666666667,2.03703703703704,5,3,27,100,0.25,"rand"
"215",2.83333333333333,2.77777777777778,2.91666666666667,2.28490028490029,5,3,27,100,0.138888888888889,"rand"
"216",2.5,2.88888888888889,3.16666666666667,1.84045584045584,5,3,27,100,0.666666666666667,"rand"
"217",2.33333333333333,2.88888888888889,2.83333333333333,2.12250712250712,5,3,27,100,0.555555555555555,"rand"
"218",2.83333333333333,2.55555555555556,3.41666666666667,2,5,3,27,100,0.861111111111111,"rand"
"219",2.66666666666667,3.11111111111111,2.58333333333333,2.17948717948718,5,3,27,100,0.527777777777778,"rand"
"220",2.33333333333333,3.33333333333333,3.08333333333333,2.15384615384615,5,3,27,100,1,"rand"
"221",4,3,2.91666666666667,2.07977207977208,5,3,27,100,1.08333333333333,"rand"
"222",4.5,3.11111111111111,3.16666666666667,2.1025641025641,5,3,27,100,1.38888888888889,"rand"
"223",3.16666666666667,3,2.91666666666667,2.69230769230769,5,3,27,100,0.25,"rand"
"224",3.33333333333333,2.88888888888889,3.25,2.05413105413105,5,3,27,100,0.444444444444445,"rand"
"225",2,3,3.41666666666667,2.34472934472934,5,3,27,100,1.41666666666667,"rand"
"226",2.5,2.44444444444444,3.5,1.84045584045584,5,3,27,100,1.05555555555556,"rand"
"227",2.83333333333333,3.11111111111111,3.41666666666667,1.84900284900285,5,3,27,100,0.583333333333333,"rand"
"228",3.66666666666667,2.33333333333333,2.66666666666667,2.41025641025641,5,3,27,100,1.33333333333333,"rand"
"229",3.5,2.66666666666667,3.08333333333333,2.03703703703704,5,3,27,100,0.833333333333333,"rand"
"230",2.16666666666667,2.77777777777778,3.33333333333333,1.79487179487179,5,3,27,100,1.16666666666667,"rand"
"231",3,3.22222222222222,2.66666666666667,1.76353276353276,5,3,27,100,0.555555555555556,"rand"
"232",2.83333333333333,3.55555555555556,2.5,2.22507122507123,5,3,27,100,1.05555555555556,"rand"
"233",3.33333333333333,2.77777777777778,2.75,2.1025641025641,5,3,27,100,0.583333333333333,"rand"
"234",4.16666666666667,3.44444444444444,2.75,2.06267806267806,5,3,27,100,1.41666666666667,"rand"
"235",3,3.33333333333333,2.91666666666667,2.22507122507123,5,3,27,100,0.416666666666667,"rand"
"236",2.83333333333333,2.33333333333333,3,1.73789173789174,5,3,27,100,0.666666666666667,"rand"
"237",2.5,3.55555555555556,2.91666666666667,1.96011396011396,5,3,27,100,1.05555555555556,"rand"
"238",3.5,2.22222222222222,2.83333333333333,1.56410256410256,5,3,27,100,1.27777777777778,"rand"
"239",2.66666666666667,2.88888888888889,3.33333333333333,1.65242165242165,5,3,27,100,0.666666666666667,"rand"
"240",2.66666666666667,3.44444444444444,2.83333333333333,1.76923076923077,5,3,27,100,0.777777777777778,"rand"
"241",3.83333333333333,1.77777777777778,3.25,2.25641025641026,5,3,27,100,2.05555555555556,"rand"
"242",2.33333333333333,2.77777777777778,3.41666666666667,2.03703703703704,5,3,27,100,1.08333333333333,"rand"
"243",2.83333333333333,3.55555555555556,2.75,1.72934472934473,5,3,27,100,0.805555555555555,"rand"
"244",2.16666666666667,3,2.91666666666667,1.87179487179487,5,3,27,100,0.833333333333333,"rand"
"245",3,2.77777777777778,3.16666666666667,2.23076923076923,5,3,27,100,0.388888888888889,"rand"
"246",3,3.33333333333333,2.16666666666667,2.43019943019943,5,3,27,100,1.16666666666667,"rand"
"247",3,2.88888888888889,2.58333333333333,2.41025641025641,5,3,27,100,0.416666666666667,"rand"
"248",3.66666666666667,3.22222222222222,3,1.41025641025641,5,3,27,100,0.666666666666667,"rand"
"249",2.83333333333333,2.66666666666667,3.25,2.11396011396011,5,3,27,100,0.583333333333333,"rand"
"250",3,2.88888888888889,3.16666666666667,1.26780626780627,5,3,27,100,0.277777777777778,"rand"
"251",1.5,2.11111111111111,2.91666666666667,2,5,3,27,100,1.41666666666667,"rand"
"252",2.66666666666667,3.22222222222222,2.66666666666667,2.20797720797721,5,3,27,100,0.555555555555556,"rand"
"253",2.83333333333333,3.11111111111111,3.83333333333333,2.01139601139601,5,3,27,100,1,"rand"
"254",3.5,2.11111111111111,3.5,1.4985754985755,5,3,27,100,1.38888888888889,"rand"
"255",4.33333333333333,3.33333333333333,3.25,2.56695156695157,5,3,27,100,1.08333333333333,"rand"
"256",3.66666666666667,2.88888888888889,3.5,1.69230769230769,5,3,27,100,0.777777777777778,"rand"
"257",2.33333333333333,3.22222222222222,2.91666666666667,1.79487179487179,5,3,27,100,0.888888888888889,"rand"
"258",3.16666666666667,2.66666666666667,2.83333333333333,1.74643874643875,5,3,27,100,0.5,"rand"
"259",1.83333333333333,3.33333333333333,2.83333333333333,2.25641025641026,5,3,27,100,1.5,"rand"
"260",2.33333333333333,3.11111111111111,3.16666666666667,1.96011396011396,5,3,27,100,0.833333333333333,"rand"
"261",2.83333333333333,3.22222222222222,3.41666666666667,2.41025641025641,5,3,27,100,0.583333333333333,"rand"
"262",2.83333333333333,3.11111111111111,2.58333333333333,2.002849002849,5,3,27,100,0.527777777777778,"rand"
"263",3.33333333333333,3,3.33333333333333,1.79487179487179,5,3,27,100,0.333333333333333,"rand"
"264",4.16666666666667,2.66666666666667,2.66666666666667,2.46153846153846,5,3,27,100,1.5,"rand"
"265",2.16666666666667,4,3.83333333333333,2.72079772079772,5,3,27,100,1.83333333333333,"rand"
"266",3.33333333333333,3.11111111111111,3,1.79487179487179,5,3,27,100,0.333333333333333,"rand"
"267",3.33333333333333,2.77777777777778,3.41666666666667,2.23361823361823,5,3,27,100,0.638888888888889,"rand"
"268",3.83333333333333,3.55555555555556,2.75,1.81481481481481,5,3,27,100,1.08333333333333,"rand"
"269",3,3,3.5,1.64102564102564,5,3,27,100,0.5,"rand"
"270",2.66666666666667,3,2.91666666666667,2.02564102564103,5,3,27,100,0.333333333333333,"rand"
"271",3.33333333333333,3.22222222222222,2.75,1.72934472934473,5,3,27,100,0.583333333333333,"rand"
"272",1.83333333333333,3.33333333333333,2.91666666666667,1.92592592592593,5,3,27,100,1.5,"rand"
"273",3,2.33333333333333,2.58333333333333,1.86609686609687,5,3,27,100,0.666666666666667,"rand"
"274",3.33333333333333,2.88888888888889,2.58333333333333,2.05413105413105,5,3,27,100,0.75,"rand"
"275",2,2.77777777777778,2.75,2.0968660968661,5,3,27,100,0.777777777777778,"rand"
"276",3.33333333333333,3.33333333333333,2.91666666666667,1.82336182336182,5,3,27,100,0.416666666666667,"rand"
"277",4,3.11111111111111,3.16666666666667,2.46153846153846,5,3,27,100,0.888888888888889,"rand"
"278",3.16666666666667,2.33333333333333,3,2.002849002849,5,3,27,100,0.833333333333333,"rand"
"279",3.5,3,2.83333333333333,2.26780626780627,5,3,27,100,0.666666666666667,"rand"
"280",3,2.33333333333333,3,1.94871794871795,5,3,27,100,0.666666666666667,"rand"
"281",3.83333333333333,2.77777777777778,3,2.56410256410256,5,3,27,100,1.05555555555556,"rand"
"282",2.33333333333333,3,3.25,2.03703703703704,5,3,27,100,0.916666666666667,"rand"
"283",3.5,2.66666666666667,2.66666666666667,2.36182336182336,5,3,27,100,0.833333333333333,"rand"
"284",3,3.66666666666667,3.08333333333333,2.35327635327635,5,3,27,100,0.666666666666667,"rand"
"285",2.16666666666667,2.22222222222222,3.5,2.1025641025641,5,3,27,100,1.33333333333333,"rand"
"286",2.66666666666667,3.77777777777778,3,1.84900284900285,5,3,27,100,1.11111111111111,"rand"
"287",3.66666666666667,2.33333333333333,2.83333333333333,2.20797720797721,5,3,27,100,1.33333333333333,"rand"
"288",3.83333333333333,3,2.41666666666667,1.3019943019943,5,3,27,100,1.41666666666667,"rand"
"289",2.33333333333333,3.77777777777778,3.08333333333333,2.20797720797721,5,3,27,100,1.44444444444444,"rand"
"290",3,2.88888888888889,3.41666666666667,1.97720797720798,5,3,27,100,0.527777777777778,"rand"
"291",1.33333333333333,2.44444444444444,3.58333333333333,2.37037037037037,5,3,27,100,2.25,"rand"
"292",3,2,2.41666666666667,1.63532763532764,5,3,27,100,1,"rand"
"293",3.33333333333333,4,3,1.78917378917379,5,3,27,100,1,"rand"
"294",3.16666666666667,3.33333333333333,2.91666666666667,1.71794871794872,5,3,27,100,0.416666666666667,"rand"
"295",3.66666666666667,2.44444444444444,3.58333333333333,1.87179487179487,5,3,27,100,1.22222222222222,"rand"
"296",3.66666666666667,2.22222222222222,2.66666666666667,2.1994301994302,5,3,27,100,1.44444444444444,"rand"
"297",3,3.22222222222222,2.41666666666667,1.92592592592593,5,3,27,100,0.805555555555556,"rand"
"298",2.66666666666667,3.55555555555556,2.58333333333333,2.3019943019943,5,3,27,100,0.972222222222222,"rand"
"299",3,3.11111111111111,2.41666666666667,2.1025641025641,5,3,27,100,0.694444444444445,"rand"
"300",3.66666666666667,2.77777777777778,2.91666666666667,2.4985754985755,5,3,27,100,0.888888888888889,"rand"
"301",3.2,3.61111111111111,3.125,1.9015873015873,5,3,36,100,0.486111111111111,"rand"
"302",3.5,2.5,2.625,1.81825396825397,5,3,36,100,1,"rand"
"303",3.3,2.61111111111111,3.375,1.91349206349206,5,3,36,100,0.763888888888889,"rand"
"304",3.4,2.72222222222222,3.125,2.11428571428571,5,3,36,100,0.677777777777778,"rand"
"305",3.1,2.55555555555556,3.25,1.38015873015873,5,3,36,100,0.694444444444445,"rand"
